Immunization Status of School-Age Children in Illinois for School Year 2014-2015,,,,,,,,,,,,,,,,
Region-County-District-Type-School (RCDTS) ,District,Facility,,,,,,Polio,,,,,,,,
,,,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %
430590070260001,Midland CUSD 7,Midland High School,211,0,0,0,100.00%,211,0,0,0,0,0,211,0,100.00%
430590070261001,Midland CUSD 7,Midland Middle School,191,1,0,1,99.48%,191,0,0,0,0,0,191,0,100.00%
430590070262001,Midland CUSD 7,Midland Elementary School,300,3,2,2,98.33%,293,4,0,0,0,3,293,7,97.67%
430785350260002,Putnam County CUSD 535,Putnam County High School,292,0,0,0,100.00%,291,1,0,0,0,0,291,1,99.66%
430785350261001,Putnam County CUSD 535,Putnam County Jr High School,199,0,0,0,100.00%,198,1,0,0,0,0,198,1,99.50%
430785350262004,Putnam County CUSD 535,Putnam County Elem School,174,0,0,0,100.00%,169,5,0,0,0,0,169,5,97.13%
430785350262006,Putnam County CUSD 535,Putnam Co Primary Sch,232,0,0,0,100.00%,221,9,1,1,0,0,221,11,95.26%
431020010042001,Metamora CCSD 1,Metamora Grade School,861,0,0,0,100.00%,838,23,0,0,0,0,838,23,97.33%
43102001X100000,Nonpublic School,St Marys School,94,0,0,0,100.00%,92,2,0,0,0,0,92,2,97.87%
431020020042001,Riverview CCSD 2,Riverview Elem School,237,0,0,0,100.00%,233,4,0,0,0,0,233,4,98.31%
431020060260001,Fieldcrest CUSD 6,Fieldcrest High School,365,2,0,1,99.45%,364,1,0,0,0,0,364,1,99.73%
431020060262001,Fieldcrest CUSD 6,Fieldcrest Elementary - South,208,0,0,0,100.00%,206,1,0,1,0,0,206,2,99.04%
431020060262002,Fieldcrest CUSD 6,Fieldcrest Elementary - West,277,1,0,0,99.64%,275,2,0,0,0,0,275,2,99.28%
431020060262003,Fieldcrest CUSD 6,Fieldcrest Middle Sch/Elem - East,296,0,0,0,100.00%,293,3,0,0,0,0,293,3,98.99%
431020110260001,El Paso-Gridley CUSD 11,El Paso-Gridley High School,386,0,0,0,100.00%,381,1,0,4,0,0,381,5,98.70%
431020110261001,El Paso-Gridley CUSD 11,El Paso-Gridley Jr High School,256,1,0,1,99.61%,254,2,0,0,0,0,254,2,99.22%
431020110262001,El Paso-Gridley CUSD 11,Centennial School,186,0,0,0,100.00%,183,1,0,2,0,0,183,3,98.39%
431020110262002,El Paso-Gridley CUSD 11,Jefferson Park School,315,0,0,0,100.00%,307,7,0,1,0,0,307,8,97.46%
431020110262003,El Paso-Gridley CUSD 11,Gridley Grade School,80,0,0,0,100.00%,80,0,0,0,0,0,80,0,100.00%
431020210260001,Lowpoint-Washburn CUSD 21,Lowpoint-Washburn Jr Sr High Sch,256,0,3,3,98.83%,256,0,0,0,0,0,256,0,100.00%
431020210262003,Lowpoint-Washburn CUSD 21,Lowpoint-Washburn Elem School,122,0,2,2,98.36%,120,2,0,0,0,0,120,2,98.36%
431020600260001,Roanoke Benson CUSD 60,Roanoke-Benson High School,180,0,0,0,100.00%,174,6,0,0,0,0,174,6,96.67%
431020600261002,Roanoke Benson CUSD 60,Roanoke-Benson Jr High School,166,0,0,0,100.00%,160,6,0,0,0,0,160,6,96.39%
431020600262003,Roanoke Benson CUSD 60,Sowers Elementary School,174,0,0,0,100.00%,171,2,0,1,0,0,171,3,98.28%
431020690022001,Germantown Hills SD 69,Germantown Hills Middle School,615,0,0,0,100.00%,602,2,11,0,0,0,602,13,97.89%
431020690022002,Germantown Hills SD 69,Germantown Hills Elementary Sch,257,0,0,0,100.00%,251,1,5,0,0,0,251,6,97.67%
431021220170001,County of Woodford School,Metamora High School,963,3,2,0,99.48%,958,0,2,0,3,0,958,5,99.48%
431021400260001,Eureka CUD 140,Eureka High School,503,0,0,0,100.00%,500,2,1,0,0,0,500,3,99.40%
431021400261002,Eureka CUD 140,Eureka Middle School,491,0,1,0,99.80%,483,6,0,2,0,0,483,8,98.37%
431021400262003,Eureka CUD 140,Davenport Elem School,440,0,2,0,99.55%,427,9,0,4,0,0,427,13,97.05%
431021400262004,Eureka CUD 140,Congerville Elem School,103,0,0,0,100.00%,97,5,0,1,0,0,97,6,94.17%
431021400262005,Eureka CUD 140,Goodfield Elem School,109,0,0,0,100.00%,103,6,0,0,0,0,103,6,94.50%
44063001X060000,Nonpublic School,Immanuel Lutheran School,216,4,0,0,98.15%,202,8,2,0,0,4,202,14,93.52%
440630020031001,Nippersink SD 2,Nippersink Middle School,487,0,0,0,100.00%,472,15,0,0,0,0,472,15,96.92%
440630020032001,Nippersink SD 2,Richmond Grade School,412,1,0,1,99.76%,403,8,0,0,0,1,403,9,97.82%
440630020032002,Nippersink SD 2,Spring Grove Elementary School,324,0,0,0,100.00%,316,7,1,0,0,0,316,8,97.53%
44063002Y060000,Nonpublic School,Faith Lutheran High School,79,0,0,0,100.00%,76,3,0,0,0,0,76,3,96.20%
440630030031001,Fox River Grove Cons SD 3,Fox River Grove Middle School,225,9,0,0,96.00%,224,1,0,0,0,0,224,1,99.56%
440630030032001,Fox River Grove Cons SD 3,Algonquin Road Elem School,267,0,0,0,100.00%,262,5,0,0,0,0,262,5,98.13%
44063003X100000,Nonpublic School,St Peter and Paul,419,1,0,1,99.76%,416,2,0,0,0,1,416,3,99.28%
44063004X060000,Nonpublic School,St Johns Lutheran School,70,0,0,0,100.00%,65,3,0,2,0,0,65,5,92.86%
44063005X100000,Nonpublic School,St Margaret Mary,400,0,0,0,100.00%,396,4,0,0,0,0,396,4,99.00%
44063008X100000,Nonpublic School,St Josephs School,74,0,0,0,100.00%,74,0,0,0,0,0,74,0,100.00%
44063009X100000,Nonpublic School,St John The Baptist Catholic Sch,93,0,0,0,100.00%,91,2,0,0,0,0,91,2,97.85%
44063010X100000,Nonpublic School,Montini Catholic School,305,11,0,0,96.39%,294,4,1,0,0,6,294,11,96.39%
440630120260002,Johnsburg CUSD 12,Johnsburg High School,688,0,2,2,99.71%,682,6,0,0,0,0,682,6,99.13%
440630120261003,Johnsburg CUSD 12,Johnsburg Jr High School,643,10,0,9,98.44%,629,11,1,2,0,0,629,14,97.82%
440630120262001,Johnsburg CUSD 12,James C Bush Elem School,302,0,0,0,100.00%,294,7,0,1,0,0,294,8,97.35%
440630120262002,Johnsburg CUSD 12,Ringwood School Primary Ctr,440,3,0,2,99.32%,432,4,1,2,0,1,432,8,98.18%
44063014X100000,Nonpublic School,St Mary School,242,0,0,0,100.00%,230,12,0,0,0,0,230,12,95.04%
440630150041006,McHenry CCSD 15,McHenry Middle School,759,6,0,6,99.21%,750,9,0,0,0,0,750,9,98.81%
440630150041007,McHenry CCSD 15,Parkland School,748,4,0,4,99.47%,742,3,0,0,2,1,742,6,99.20%
440630150041008,McHenry CCSD 15,Chauncey H Duker School,473,0,0,0,100.00%,471,2,0,0,0,0,471,2,99.58%
440630150042001,McHenry CCSD 15,Edgebrook Elem School,517,0,0,0,100.00%,501,8,0,7,1,0,501,16,96.91%
440630150042002,McHenry CCSD 15,Hilltop Elem School,469,4,0,4,99.15%,459,5,0,1,0,4,459,10,97.87%
440630150042003,McHenry CCSD 15,Landmark Elem School,253,0,0,0,100.00%,249,4,0,0,0,0,249,4,98.42%
440630150042004,McHenry CCSD 15,Valley View Elem School,623,0,0,0,100.00%,614,8,0,1,0,0,614,9,98.56%
440630150042005,McHenry CCSD 15,Riverwood Elementary School,730,0,0,0,100.00%,723,5,0,2,0,0,723,7,99.04%
44063015X060000,Nonpublic School,Zion Lutheran School,308,0,0,0,100.00%,304,4,0,0,0,0,304,4,98.70%
44063016Y100000,Nonpublic School,Marian Central Catholic H S,723,0,0,0,100.00%,716,7,0,0,0,0,716,7,99.03%
44063017X100000,Nonpublic School,St Thomas The Apostle,398,0,0,0,100.00%,391,3,0,1,3,0,391,7,98.24%
440630180042001,Riley CCSD 18,Riley Comm Cons School,298,2,0,2,99.33%,291,5,0,0,0,2,291,7,97.65%
440630190240002,Alden Hebron SD 19,Alden-Hebron High School,124,10,1,0,91.13%,122,1,0,0,0,1,122,2,98.39%
440630190241001,Alden Hebron SD 19,Alden-Hebron Middle School,100,11,0,0,89.00%,96,1,0,0,0,3,96,4,96.00%
440630190242001,Alden Hebron SD 19,Alden Hebron Elem School,230,8,5,0,94.35%,222,4,3,0,0,1,222,8,96.52%
440630260041004,Cary CCSD 26,Cary Jr High School,950,4,0,0,99.58%,947,3,0,0,0,0,947,3,99.68%
440630260042002,Cary CCSD 26,Briargate Elem School,373,0,0,0,100.00%,364,9,0,0,0,0,364,9,97.59%
440630260042004,Cary CCSD 26,Three Oaks School,597,0,0,0,100.00%,586,8,1,2,0,0,586,11,98.16%
440630260042005,Cary CCSD 26,Deer Path Elem School,533,0,0,0,100.00%,517,10,1,5,0,0,517,16,97.00%
44063032X160000,Nonpublic School,Crystal Lake Montessori,150,9,0,0,94.00%,129,1,10,2,0,8,129,21,86.00%
44063034X060000,Nonpublic School,Lord and Savior Lutheran,57,0,0,0,100.00%,57,0,0,0,0,0,57,0,100.00%
440630360022001,Harrison SD 36,Harrison Elem School,395,1,0,1,99.75%,388,4,3,0,0,0,388,7,98.23%
44063043X160000,Nonpublic School,Montessori Pathways,44,4,0,0,90.91%,38,6,0,0,0,0,38,6,86.36%
44063045X260000,Nonpublic School,Trinity Oaks Christian Academy,62,4,1,0,91.94%,60,1,0,0,0,1,60,2,96.77%
440630460031001,Prairie Grove CSD 46,Prairie Grove Junior High School,309,1,0,1,99.68%,299,8,0,1,0,1,299,10,96.76%
440630460032001,Prairie Grove CSD 46,Prairie Grove Elem School,474,3,0,2,99.37%,454,16,1,0,0,3,454,20,95.78%
440630470041004,Crystal Lake CCSD 47,Lundahl Middle School,845,8,0,0,99.05%,836,5,1,0,0,3,836,9,98.93%
440630470041005,Crystal Lake CCSD 47,Hannah Beardsley Middle School,"1,010",0,0,0,100.00%,"1,005",5,0,0,0,0,"1,005",5,99.50%
440630470041006,Crystal Lake CCSD 47,Richard F Bernotas Middle Sch,991,0,0,0,100.00%,979,12,0,0,0,0,979,12,98.79%
440630470042001,Crystal Lake CCSD 47,Canterbury Elem School,456,0,0,0,100.00%,454,1,0,1,0,0,454,2,99.56%
440630470042002,Crystal Lake CCSD 47,Husmann Elem School,566,0,0,0,100.00%,554,12,0,0,0,0,554,12,97.88%
440630470042003,Crystal Lake CCSD 47,Coventry Elem School,511,1,0,0,99.80%,508,2,0,0,0,1,508,3,99.41%
440630470042005,Crystal Lake CCSD 47,North Elem School,637,0,0,0,100.00%,626,11,0,0,0,0,626,11,98.27%
440630470042007,Crystal Lake CCSD 47,South Elem School,427,0,0,0,100.00%,413,14,0,0,0,0,413,14,96.72%
440630470042008,Crystal Lake CCSD 47,West Elem School,553,0,0,0,100.00%,542,8,0,3,0,0,542,11,98.01%
440630470042009,Crystal Lake CCSD 47,Indian Prairie Elem School,531,0,0,0,100.00%,517,13,0,1,0,0,517,14,97.36%
440630470042010,Crystal Lake CCSD 47,Woods Creek Elementary School,573,2,0,0,99.65%,557,14,0,0,0,2,557,16,97.21%
440630470042011,Crystal Lake CCSD 47,Glacier Ridge Elementary School,691,0,0,0,100.00%,683,4,1,1,2,0,683,8,98.84%
440630500260001,Harvard CUSD 50,Harvard High School,674,0,0,0,100.00%,672,2,0,0,0,0,672,2,99.70%
440630500261002,Harvard CUSD 50,Harvard Jr High School,537,0,0,0,100.00%,536,1,0,0,0,0,536,1,99.81%
440630500262003,Harvard CUSD 50,Jefferson Elem School,397,0,0,0,100.00%,396,1,0,0,0,0,396,1,99.75%
440630500262005,Harvard CUSD 50,Washington Elem School,94,0,0,0,100.00%,90,3,0,1,0,0,90,4,95.74%
440630500262007,Harvard CUSD 50,Crosby Elem Sch,790,1,0,0,99.87%,787,1,1,0,0,1,787,3,99.62%
440631540160001,Marengo CHSD 154,Marengo High School,758,0,0,0,100.00%,752,4,1,1,0,0,752,6,99.21%
440631550160001,CHSD 155,Crystal Lake Central High School,"1,497",0,0,0,100.00%,"1,484",13,0,0,0,0,"1,484",13,99.13%
440631550160002,CHSD 155,Cary-Grove Community High School,"1,816",0,0,0,100.00%,"1,802",14,0,0,0,0,"1,802",14,99.23%
440631550160003,CHSD 155,Crystal Lake South High School,"1,793",0,0,0,100.00%,"1,792",1,0,0,0,0,"1,792",1,99.94%
440631550160004,CHSD 155,Prairie Ridge High School,"1,481",0,0,0,100.00%,"1,469",11,0,1,0,0,"1,469",12,99.19%
440631560160001,McHenry CHSD 156,McHenry High School-West Campus,"1,520",13,6,19,98.75%,"1,503",14,0,1,0,2,"1,503",17,98.88%
440631560160002,McHenry CHSD 156,McHenry  East High School,848,7,9,16,98.11%,845,2,0,1,0,0,845,3,99.65%
440631570160001,Richmond-Burton CHSD 157,Richmond-Burton High School,755,2,2,4,99.47%,742,13,0,0,0,0,742,13,98.28%
440631580220002,Cons SD 158,Huntley High School,"2,747",8,0,0,99.71%,"2,728",15,0,0,0,4,"2,728",19,99.31%
440631580221002,Cons SD 158,Heineman Middle School,867,3,0,0,99.65%,855,7,2,0,0,3,855,12,98.62%
440631580221003,Cons SD 158,Marlowe Middle School,"1,425",2,0,0,99.86%,"1,418",4,1,0,0,2,"1,418",7,99.51%
440631580222003,Cons SD 158,Chesak Elementary School,858,0,0,0,100.00%,842,16,0,0,0,0,842,16,98.14%
440631580222004,Cons SD 158,Leggee Elementary School,"1,165",0,0,0,100.00%,"1,147",18,0,0,0,0,"1,147",18,98.45%
440631580222005,Cons SD 158,Martin Elementary School,"1,228",6,0,0,99.51%,"1,213",10,0,0,0,5,"1,213",15,98.78%
440631580222006,Cons SD 158,Mackeben Elementary School,525,2,0,0,99.62%,515,8,0,0,0,2,515,10,98.10%
440631580222007,Cons SD 158,Conley Elementary School,655,1,0,0,99.85%,650,4,0,0,0,1,650,5,99.24%
440631650031001,Marengo-Union E Cons D 165,Marengo Comm Middle School,323,8,0,8,97.52%,309,6,0,0,0,8,309,14,95.67%
440631650032002,Marengo-Union E Cons D 165,Locust Elem School,529,2,2,1,99.24%,515,11,0,3,0,0,515,14,97.35%
440631650032004,Marengo-Union E Cons D 165,Ulysses S Grant Intermediate Sch,212,0,0,0,100.00%,209,3,0,0,0,0,209,3,98.58%
440632000260008,Woodstock CUSD 200,Woodstock High School,970,2,6,8,99.18%,951,19,0,0,0,0,951,19,98.04%
440632000260009,Woodstock CUSD 200,Woodstock North High School,900,4,2,6,99.33%,890,5,1,1,0,3,890,10,98.89%
440632000261006,Woodstock CUSD 200,Northwood Middle School,681,5,3,5,98.83%,680,1,0,0,0,0,680,1,99.85%
440632000261007,Woodstock CUSD 200,Creekside Middle School,807,10,0,6,98.76%,799,8,0,0,0,0,799,8,99.01%
440632000262003,Woodstock CUSD 200,Dean Street Elem School,318,0,0,0,100.00%,312,6,0,0,0,0,312,6,98.11%
440632000262004,Woodstock CUSD 200,Greenwood Elem School,353,0,0,0,100.00%,348,3,1,1,0,0,348,5,98.58%
440632000262006,Woodstock CUSD 200,Westwood Elem School,366,0,0,0,100.00%,358,8,0,0,0,0,358,8,97.81%
440632000262007,Woodstock CUSD 200,Olson Elementary School,443,0,0,0,100.00%,439,4,0,0,0,0,439,4,99.10%
440632000262008,Woodstock CUSD 200,Mary Endres Elementary School,491,1,0,1,99.80%,486,4,0,0,0,1,486,5,98.98%
440632000262009,Woodstock CUSD 200,Verda Dierzen Early Learning Ctr,837,43,3,46,94.50%,768,12,2,18,0,37,768,69,91.76%
440632000262010,Woodstock CUSD 200,Prairiewood Elem Sch,454,2,0,2,99.56%,446,6,0,0,0,2,446,8,98.24%
45067001X100000,Nonpublic School,Immaculate Conception,285,0,0,0,100.00%,282,0,2,1,0,0,282,3,98.95%
450670030260001,Valmeyer CUSD 3,Valmeyer High School,160,0,0,0,100.00%,160,0,0,0,0,0,160,0,100.00%
450670030261001,Valmeyer CUSD 3,Valmeyer Jr High,108,0,0,0,100.00%,108,0,0,0,0,0,108,0,100.00%
450670030262001,Valmeyer CUSD 3,Valmeyer Elementary School,223,1,0,1,99.55%,221,0,0,1,0,1,221,2,99.10%
45067003X100000,Nonpublic School,St Peter and Paul School,305,0,0,0,100.00%,301,0,2,2,0,0,301,4,98.69%
450670040260001,Columbia CUSD 4,Columbia High School,677,0,0,0,100.00%,677,0,0,0,0,0,677,0,100.00%
450670040261001,Columbia CUSD 4,Columbia Middle School,604,4,0,0,99.34%,599,1,0,0,0,4,599,5,99.17%
450670040262001,Columbia CUSD 4,Parkview Elementary School,445,0,0,0,100.00%,444,1,0,0,0,0,444,1,99.78%
450670040262003,Columbia CUSD 4,Eagleview Elementary School,288,0,0,0,100.00%,281,5,1,1,0,0,281,7,97.57%
45067004Y100000,Nonpublic School,Gibault High School,238,0,0,0,100.00%,236,0,0,2,0,0,236,2,99.16%
450670050260001,Waterloo CUSD 5,Waterloo High School,860,1,0,0,99.88%,857,3,0,0,0,0,857,3,99.65%
450670050261001,Waterloo CUSD 5,Waterloo Junior High School,624,0,0,0,100.00%,622,2,0,0,0,0,622,2,99.68%
450670050262003,Waterloo CUSD 5,W J Zahnow Elem School,411,0,0,0,100.00%,408,3,0,0,0,0,408,3,99.27%
450670050262004,Waterloo CUSD 5,Rogers Elem School,386,4,2,0,98.45%,381,4,0,0,0,1,381,5,98.70%
450670050262005,Waterloo CUSD 5,Gardner Elementary School,389,11,0,0,97.17%,377,4,1,0,0,7,377,12,96.92%
450790010220001,Coulterville USD 1,Coulterville High School,66,0,0,0,100.00%,66,0,0,0,0,0,66,0,100.00%
450790010221002,Coulterville USD 1,Coulterville Junior High School,44,0,0,0,100.00%,44,0,0,0,0,0,44,0,100.00%
450790010222001,Coulterville USD 1,Coulterville Elementary School,98,0,0,0,100.00%,98,0,0,0,0,0,98,0,100.00%
45079002X060000,Nonpublic School,St John Lutheran School,174,1,3,0,97.70%,173,0,0,0,0,1,173,1,99.43%
45079003X060000,Nonpublic School,St Johns Lutheran School,224,0,0,0,100.00%,224,0,0,0,0,0,224,0,100.00%
45079004X060000,Nonpublic School,St Marks Lutheran School,137,0,0,0,100.00%,137,0,0,0,0,0,137,0,100.00%
45079006X060000,Nonpublic School,Trinity Lutheran School,76,0,0,0,100.00%,76,0,0,0,0,0,76,0,100.00%
45079009X100000,Nonpublic School,St John the Baptist,78,0,0,0,100.00%,78,0,0,0,0,0,78,0,100.00%
45079010X100000,Nonpublic School,St Mary School,109,0,2,0,98.17%,109,0,0,0,0,0,109,0,100.00%
45079011Y060000,Nonpublic School,Christ Our Savior Lutheran H S,24,0,0,0,100.00%,24,0,0,0,0,0,24,0,100.00%
450791320260001,Red Bud CUSD 132,Red Bud High School,419,0,0,0,100.00%,416,1,2,0,0,0,416,3,99.28%
450791320262002,Red Bud CUSD 132,Red Bud Elem School,624,0,0,0,100.00%,623,1,0,0,0,0,623,1,99.84%
450791340042001,Prairie Du Rocher CCSD 134,Prairie Du Rocher Elem School,170,1,0,0,99.41%,170,0,0,0,0,0,170,0,100.00%
450791380260001,Steeleville CUSD 138,Steeleville High School,146,0,0,0,100.00%,146,0,0,0,0,0,146,0,100.00%
450791380262002,Steeleville CUSD 138,Steeleville Elem School,252,0,0,0,100.00%,252,0,0,0,0,0,252,0,100.00%
450791390260001,Chester CUSD 139,Chester High School,349,0,0,0,100.00%,349,0,0,0,0,0,349,0,100.00%
450791390262002,Chester CUSD 139,Chester Elem School,632,0,0,0,100.00%,631,1,0,0,0,0,631,1,99.84%
450791400260001,Sparta CUSD 140,Sparta High School,376,2,1,3,99.20%,375,0,0,0,0,1,375,1,99.73%
450791400262002,Sparta CUSD 140,Sparta-Lincoln Middle School,774,4,3,1,99.10%,771,0,0,0,0,3,771,3,99.61%
450791400262008,Sparta CUSD 140,Evansville Attendance Center,145,0,0,0,100.00%,145,0,0,0,0,0,145,0,100.00%
460050010260001,Brown County CUSD 1,Brown County High School,220,8,11,0,91.36%,216,2,1,0,0,1,216,4,98.18%
460050010261002,Brown County CUSD 1,Brown County Middle School,204,4,8,2,94.12%,204,0,0,0,0,0,204,0,100.00%
460050010262002,Brown County CUSD 1,Brown County Elementary School,354,5,17,0,93.79%,350,1,0,0,0,3,350,4,98.87%
46005001X100000,Nonpublic School,St Mary School,79,0,0,0,100.00%,79,0,0,0,0,0,79,0,100.00%
46009002X060000,Nonpublic School,Trinity Lutheran,43,0,0,0,100.00%,43,0,0,0,0,0,43,0,100.00%
460090150260007,Beardstown CUSD 15,Beardstown Jr/Sr High School,832,7,15,0,97.36%,827,2,0,3,0,0,827,5,99.40%
46009015026001C,Beardstown CUSD 15,Beardstown Charter Sch Learn Acad,28,0,0,0,100.00%,28,0,0,0,0,0,28,0,100.00%
460090150262003,Beardstown CUSD 15,Gard Elementary School,540,3,1,4,99.26%,526,0,1,10,0,3,526,14,97.41%
460090150263002,Beardstown CUSD 15,Grand Ave Sch,155,0,0,0,100.00%,150,0,0,5,0,0,150,5,96.77%
460090640260003,Virginia CUSD 64,Virginia Sr High School,84,0,0,0,100.00%,82,1,0,1,0,0,82,2,97.62%
460090640261001,Virginia CUSD 64,Virginia Jr High School,51,0,0,0,100.00%,50,1,0,0,0,0,50,1,98.04%
460090640262001,Virginia CUSD 64,Virginia Elem School,164,0,0,0,100.00%,162,1,1,0,0,0,162,2,98.78%
460092620260002,A-C Central CUSD 262,A-C Central High School,126,0,0,0,100.00%,126,0,0,0,0,0,126,0,100.00%
460092620261002,A-C Central CUSD 262,A-C Central Middle School,143,0,0,0,100.00%,143,0,0,0,0,0,143,0,100.00%
460092620262001,A-C Central CUSD 262,A-C Central Elementary School,193,1,0,0,99.48%,180,0,0,12,0,1,180,13,93.26%
460690010260001,Franklin CUSD 1,Franklin Jr/Sr High School,155,0,0,0,100.00%,155,0,0,0,0,0,155,0,100.00%
460690010262004,Franklin CUSD 1,Alexander Elem School,87,0,0,0,100.00%,87,0,0,0,0,0,87,0,100.00%
460690010262005,Franklin CUSD 1,Franklin East Grade School,64,0,0,0,100.00%,64,0,0,0,0,0,64,0,100.00%
46069003X100000,Nonpublic School,Our Saviour,286,0,0,0,100.00%,284,0,2,0,0,0,284,2,99.30%
46069004Y100000,Nonpublic School,Routt Catholic High School,117,0,0,0,100.00%,117,0,0,0,0,0,117,0,100.00%
46069005X060000,Nonpublic School,Salem Lutheran,147,0,0,0,100.00%,143,3,0,1,0,0,143,4,97.28%
460690060260001,Waverly CUSD 6,Waverly High School,107,0,0,0,100.00%,107,0,0,0,0,0,107,0,100.00%
460690060262002,Waverly CUSD 6,Waverly Elementary School,277,1,0,1,99.64%,275,0,0,2,0,0,275,2,99.28%
46069007Z020000,Nonpublic School,Westfair Christian Academy,102,0,0,0,100.00%,102,0,0,0,0,0,102,0,100.00%
460690110260001,Meredosia-Chambersburg CUSD 11,Meredosia-Chambersburg High Sch,67,0,0,0,100.00%,67,0,0,0,0,0,67,0,100.00%
460690110261001,Meredosia-Chambersburg CUSD 11,Meredosia-Chambersburg Jr High,56,0,0,0,100.00%,56,0,0,0,0,0,56,0,100.00%
460690110262003,Meredosia-Chambersburg CUSD 11,Meredosia-Chambersburg Elem Sch,116,0,0,0,100.00%,115,1,0,0,0,0,115,1,99.14%
460690270260001,Triopia CUSD 27,Triopia Jr-Sr High School,169,0,0,0,100.00%,169,0,0,0,0,0,169,0,100.00%
460690270262002,Triopia CUSD 27,Triopia Grade School,221,0,0,0,100.00%,219,0,1,1,0,0,219,2,99.10%
460691170220014,Jacksonville SD 117,Jacksonville High School,987,1,0,1,99.90%,985,2,0,0,0,0,985,2,99.80%
460691170221013,Jacksonville SD 117,Jonathan Turner Jr High School,506,4,7,4,97.83%,504,1,0,0,0,1,504,2,99.60%
46069117022102C,Jacksonville SD 117,8 Points Charter School,106,0,1,0,99.06%,106,0,0,0,0,0,106,0,100.00%
460691170222001,Jacksonville SD 117,Eisenhower Elem School,341,0,0,0,100.00%,338,2,0,1,0,0,338,3,99.12%
460691170222008,Jacksonville SD 117,North Jacksonville School,249,4,1,5,97.99%,248,0,0,0,0,1,248,1,99.60%
460691170222009,Jacksonville SD 117,Murrayville-Woodson Elem School,160,0,2,2,98.75%,158,0,0,2,0,0,158,2,98.75%
460691170223012,Jacksonville SD 117,Walnut Court Early Years Prgm,164,0,4,4,97.56%,162,2,0,0,0,0,162,2,98.78%
460860010262002,Winchester CUSD 1,Winchester Elem School,670,0,0,0,100.00%,660,8,2,0,0,0,660,10,98.51%
460860020260001,Scott-Morgan CUSD 2,Bluffs High School,69,0,0,0,100.00%,69,0,0,0,0,0,69,0,100.00%
460860020261001,Scott-Morgan CUSD 2,Bluffs Junior High School,33,0,0,0,100.00%,33,0,0,0,0,0,33,0,100.00%
460860020262001,Scott-Morgan CUSD 2,Bluffs Elementary School,129,0,0,0,100.00%,129,0,0,0,0,0,129,0,100.00%
47052001X100000,Nonpublic School,St Anne School,107,0,0,0,100.00%,107,0,0,0,0,0,107,0,100.00%
47052003X100000,Nonpublic School,St Mary Elem & Jr High School,199,0,1,0,99.50%,195,3,0,1,0,0,195,4,97.99%
47052006Z260000,Nonpublic School,Faith Christian School,147,0,0,0,100.00%,136,8,0,3,0,0,136,11,92.52%
470521700220001,Dixon USD 170,Dixon High School,820,0,0,0,100.00%,812,8,0,0,0,0,812,8,99.02%
470521700221001,Dixon USD 170,Reagan Middle School,576,2,0,2,99.65%,564,12,0,0,0,0,564,12,97.92%
470521700222003,Dixon USD 170,Madison School,402,0,0,0,100.00%,400,2,0,0,0,0,400,2,99.50%
470521700222004,Dixon USD 170,Jefferson Elem School,450,0,0,0,100.00%,447,3,0,0,0,0,447,3,99.33%
470521700222008,Dixon USD 170,Washington Elem School,518,0,0,0,100.00%,514,4,0,0,0,0,514,4,99.23%
470522200022001,Steward ESD 220,Steward Elementary School,63,2,1,0,95.24%,60,1,0,2,0,0,60,3,95.24%
470522710260004,Paw Paw CUSD 271,Paw Paw Jr/Sr High School,124,0,0,0,100.00%,124,0,0,0,0,0,124,0,100.00%
470522710262005,Paw Paw CUSD 271,Paw Paw Elem School,94,0,0,0,100.00%,93,1,0,0,0,0,93,1,98.94%
470522720260001,Amboy CUSD 272,Amboy High School,237,0,0,0,100.00%,235,1,0,1,0,0,235,2,99.16%
470522720261002,Amboy CUSD 272,Amboy Jr High School,206,0,0,0,100.00%,206,0,0,0,0,0,206,0,100.00%
470522720262003,Amboy CUSD 272,Amboy Central Elem School,261,0,0,0,100.00%,260,1,0,0,0,0,260,1,99.62%
470522750260001,Ashton-Franklin Center CUSD 275,Ashton-Franklin Center HS,174,0,0,0,100.00%,173,1,0,0,0,0,173,1,99.43%
47071003X060000,Nonpublic School,St Paul Lutheran School,165,0,0,0,100.00%,160,5,0,0,0,0,160,5,96.97%
