Immunization School Survey Report 2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDT,Region,District,School,Total Sch. Enroll.,Total - NC,Unduplic.,Total Excluded,NC-PE Only,Polio Prot.,Polio Rel.,Polio Med.,Polio App. Sch.,Polio UP/NC,Polio Total,DTP Prot.,DTP-Rel.,DTP-Med.,DTP-AS,DTP-UP/NC,DTP-Total,Meas. Prot.,Meas. Rel.,Meas. Med.,Meas. AS,Meas. UP/NC,Meas. Total,Rubella Prot.,Rubella-Rel.,Rubella-Med.,Rubella-AS,Rubella-UP/NC,Rubella-Total,Mump Prot.,Mump Rel.,Mump Med.,Mump AS,Mump UP/NC,Mump Total,HepB Prot.,HepB Rel.,HepB Med.,HepB AS,HepB Excluded,HepB UP/NC,HepB Total,Hib Prot.,Hib Rel.,Hib Med.,Hib AS,Hib Excluded,Hib UP/NC,Hib Total,Cpox Prot.,Cpox Rel.,Cpox Med.,Cpox AS,Cpox UP/NC,Cpox Total,,,,
46005001X10,46,001X,n/a,99,3,2,0,1,97,1,0,0,1,99,97,1,0,0,1,99,97,1,0,0,1,99,98,1,0,0,0,99,98,1,0,0,0,99,48,1,0,0,50,0,49,13,1,0,0,85,0,14,42,1,0,0,2,45,,,,
Totals Brown County,,,,876,15,11,0,4,871,1,0,0,4,876,868,1,0,0,7,876,871,1,1,0,3,876,873,1,1,0,1,876,873,1,1,0,1,876,575,1,2,1,296,1,580,59,1,0,0,816,0,60,232,1,0,0,5,238,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28006001Y10,28,001Y,n/a,298,0,0,0,0,298,0,0,0,0,298,298,0,0,0,0,298,298,0,0,0,0,298,298,0,0,0,0,298,298,0,0,0,0,298,297,1,1,0,0,0,299,0,0,0,0,298,0,0,0,0,0,0,0,0,,,,
28006003X10,28,003X,n/a,124,0,0,0,0,124,0,0,0,0,124,124,0,0,0,0,124,124,0,0,0,0,124,124,0,0,0,0,124,124,0,0,0,0,124,38,0,1,1,84,0,40,0,0,0,0,124,0,0,47,0,1,0,0,48,,,,
28006005X26,28,005X,n/a,126,26,23,0,3,116,4,0,0,6,126,116,4,0,0,6,126,105,5,3,0,13,126,115,4,2,0,5,126,115,4,2,0,5,126,58,3,0,0,55,10,71,16,1,0,0,108,1,18,38,2,1,0,9,50,,,,
28006017004,28,0170,2001,124,0,0,0,0,123,0,1,0,0,124,123,0,1,0,0,124,123,0,1,0,0,124,123,0,1,0,0,124,123,0,1,0,0,124,62,0,1,3,58,0,66,11,0,0,0,113,0,11,44,0,0,0,0,44,,,,
28006084004,28,0840,2001,89,0,0,0,0,88,0,0,1,0,89,88,0,0,1,0,89,88,0,0,1,0,89,88,0,0,1,0,89,88,0,0,1,0,89,44,0,0,1,44,0,45,8,0,0,0,81,0,8,33,0,0,1,0,34,,,,
28006092002,28,0920,2001,75,0,0,0,0,74,0,0,1,0,75,74,0,0,1,0,75,74,0,0,1,0,75,74,0,0,1,0,75,74,0,0,1,0,75,28,0,0,0,47,0,28,0,0,0,0,75,0,0,26,0,0,0,0,26,,,,
28006094004,28,0940,2001,202,18,13,0,5,197,0,0,0,5,202,195,0,0,0,7,202,196,0,0,0,6,202,196,0,0,0,6,202,196,0,0,0,6,202,87,0,1,0,108,6,94,0,0,0,0,202,0,0,57,0,0,0,8,65,,,,
28006098002,28,0980,2001,68,0,0,0,0,68,0,0,0,0,68,68,0,0,0,0,68,68,0,0,0,0,68,68,0,0,0,0,68,68,0,0,0,0,68,29,0,0,0,39,0,29,0,0,0,0,68,0,0,24,0,0,0,0,24,,,,
28006099004,28,0990,2001,207,3,1,3,2,205,0,1,0,1,207,205,0,1,0,1,207,205,0,1,0,1,207,205,0,1,0,1,207,205,0,1,0,1,207,0,0,0,0,207,0,0,0,0,0,0,207,0,0,203,2,1,0,1,207,,,,
28006099004,28,0990,2002,460,6,5,6,1,455,0,0,2,3,460,455,0,0,2,3,460,455,0,0,2,3,460,455,0,0,2,3,460,455,0,0,2,3,460,323,0,0,2,135,0,325,22,0,0,0,437,1,23,20,0,0,0,3,23,,,,
28006103022,28,1030,2001,357,0,0,0,0,354,0,0,3,0,357,354,0,0,3,0,357,356,0,0,1,0,357,356,0,0,1,0,357,356,0,0,1,0,357,108,0,0,1,248,0,109,60,0,0,0,297,0,60,95,0,0,2,0,97,,,,
28006103022,28,1030,0001,101,0,0,0,0,100,0,0,1,0,101,100,0,0,1,0,101,100,0,0,1,0,101,100,0,0,1,0,101,100,0,0,1,0,101,100,0,0,1,0,0,101,0,0,0,0,101,0,0,0,0,0,0,0,0,,,,
28006115002,28,1150,1001,426,0,0,0,0,425,0,0,1,0,426,426,0,0,0,0,426,425,0,1,0,0,426,426,0,0,0,0,426,426,0,0,0,0,426,422,0,0,4,0,0,426,0,0,0,0,417,0,0,0,0,0,0,0,0,,,,
28006115002,28,1150,2003,125,0,0,0,0,123,1,0,1,0,125,120,1,1,3,0,125,121,1,1,2,0,125,121,1,1,2,0,125,121,1,1,2,0,125,122,1,1,1,0,0,125,123,1,0,1,0,0,125,114,1,2,8,0,125,,,,
28006115002,28,1150,2004,207,0,0,0,0,205,1,0,1,0,207,204,1,0,2,0,207,205,1,0,1,0,207,205,1,0,1,0,207,205,1,0,1,0,207,0,0,0,0,205,0,0,0,0,0,0,205,0,0,99,1,0,1,0,101,,,,
28006115002,28,1150,2005,221,0,0,0,0,219,1,0,1,0,221,220,1,0,0,0,221,220,1,0,0,0,221,220,1,0,0,0,221,220,1,0,0,0,221,0,0,0,0,218,0,0,0,0,0,0,218,0,0,220,1,0,0,0,221,,,,
28006115002,28,1150,2006,247,0,0,0,0,246,0,0,1,0,247,247,0,0,0,0,247,247,0,0,0,0,247,247,0,0,0,0,247,247,0,0,0,0,247,134,0,0,1,112,0,135,0,0,0,0,246,0,0,0,0,0,0,0,0,,,,
28006175004,28,1750,2001,44,0,0,0,0,44,0,0,0,0,44,44,0,0,0,0,44,44,0,0,0,0,44,44,0,0,0,0,44,44,0,0,0,0,44,25,0,0,0,19,0,25,8,0,0,0,36,0,8,20,0,0,0,0,20,,,,
28006303026,28,3030,2003,111,2,1,0,1,110,0,1,0,0,111,110,0,1,0,0,111,110,0,1,0,0,111,110,0,1,0,0,111,110,0,1,0,0,111,3,0,0,0,108,0,3,3,0,0,0,108,0,3,88,0,1,0,1,90,,,,
28006303026,28,3030,2004,126,1,1,0,0,126,0,0,0,0,126,126,0,0,0,0,126,126,0,0,0,0,126,126,0,0,0,0,126,126,0,0,0,0,126,101,0,0,1,23,1,103,0,0,0,0,126,0,0,0,0,0,0,0,0,,,,
28006303026,28,3030,0001,97,0,0,0,0,97,0,0,0,0,97,96,0,1,0,0,97,97,0,0,0,0,97,97,0,0,0,0,97,97,0,0,0,0,97,97,0,0,0,0,0,97,0,0,0,0,95,0,0,0,0,0,0,0,0,,,,
28006307024,28,3070,2001,105,0,0,0,0,105,0,0,0,0,105,105,0,0,0,0,105,105,0,0,0,0,105,105,0,0,0,0,105,105,0,0,0,0,105,61,0,0,1,43,0,62,20,0,0,0,85,0,20,47,0,0,0,0,47,,,,
28006340026,28,3400,1001,143,0,0,0,0,143,0,0,0,0,143,143,0,0,0,0,143,143,0,0,0,0,143,143,0,0,0,0,143,143,0,0,0,0,143,141,0,1,1,0,0,143,0,0,0,0,143,0,0,0,0,0,0,0,0,,,,
28006340026,28,3400,2001,314,0,0,0,0,314,0,0,0,0,314,314,0,0,0,0,314,314,0,0,0,0,314,314,0,0,0,0,314,314,0,0,0,0,314,188,2,0,0,124,0,190,35,0,0,0,279,0,35,71,1,0,0,0,72,,,,
28006340026,28,3400,2003,149,0,0,0,0,149,0,0,0,0,149,149,0,0,0,0,149,149,0,0,0,0,149,149,0,0,0,0,149,149,0,0,0,0,149,47,0,0,1,101,0,48,0,0,0,0,149,0,0,0,0,0,0,0,0,,,,
28006340026,28,3400,2004,134,0,0,0,0,132,2,0,0,0,134,133,1,0,0,0,134,132,2,0,0,0,134,132,2,0,0,0,134,132,2,0,0,0,134,36,2,0,0,96,0,38,0,0,0,0,134,0,0,0,0,0,0,0,0,,,,
28006340026,28,3400,2005,137,0,0,0,0,134,3,0,0,0,137,135,2,0,0,0,137,134,3,0,0,0,137,134,3,0,0,0,137,134,3,0,0,0,137,37,1,0,0,99,0,38,37,1,0,0,99,0,38,64,1,1,0,0,66,,,,
28006340026,28,3400,0001,491,0,0,0,0,490,1,0,0,0,491,472,1,0,18,0,491,489,1,1,0,0,491,489,1,1,0,0,491,489,1,1,0,0,491,356,2,1,6,126,0,365,0,0,0,0,491,0,0,0,0,0,0,0,0,,,,
28006500015,28,5000,0001,623,0,0,0,0,622,1,0,0,0,623,616,1,0,6,0,623,622,1,0,0,0,623,622,1,0,0,0,623,622,1,0,0,0,623,617,1,0,5,0,0,623,0,0,0,0,623,0,0,0,0,0,0,0,0,,,,
28006502017,28,5020,0001,413,0,0,4,0,410,3,0,0,0,413,410,3,0,0,0,413,410,3,0,0,0,413,410,3,0,0,0,413,410,3,0,0,0,413,408,3,0,2,0,0,413,0,0,0,0,393,0,0,0,0,0,0,0,0,,,,
28006505016,28,5050,0001,56,2,2,0,0,56,0,0,0,0,56,54,0,0,0,2,56,56,0,0,0,0,56,56,0,0,0,0,56,56,0,0,0,0,56,52,3,1,0,0,0,56,0,0,0,0,56,0,0,0,0,0,0,0,0,,,,
Totals Bureau County,,,,"6,400",58,46,13,12,"6,352",17,3,13,15,"6,400","6,324",15,5,37,19,"6,400","6,341",18,9,9,23,"6,400","6,352",17,7,9,15,"6,400","6,352",17,7,9,15,"6,400","4,021",19,8,32,"2,299",17,"4,097",343,3,0,1,"6,014",2,349,"1,310",9,7,12,22,"1,360",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40007002X10,40,002X,n/a,47,0,0,0,0,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,34,0,0,0,13,0,34,0,0,0,0,47,0,0,0,0,0,0,0,0,,,,
40007003X10,40,003X,n/a,101,0,0,0,0,101,0,0,0,0,101,101,0,0,0,0,101,101,0,0,0,0,101,101,0,0,0,0,101,101,0,0,0,0,101,43,0,0,1,57,0,44,0,0,0,0,101,0,0,32,0,0,0,0,32,,,,
40007040026,40,0400,2001,371,0,0,0,0,371,0,0,0,0,371,371,0,0,0,0,371,371,0,0,0,0,371,371,0,0,0,0,371,371,0,0,0,0,371,217,0,0,2,152,0,219,70,0,0,0,301,0,70,158,0,0,0,0,158,,,,
40007040026,40,0400,0001,186,0,0,0,0,186,0,0,0,0,186,186,0,0,0,0,186,186,0,0,0,0,186,186,0,0,0,0,186,186,0,0,0,0,186,186,0,0,0,0,0,186,0,0,0,0,186,0,0,0,0,0,0,0,0,,,,
40007042026,40,0420,2001,56,0,0,0,0,56,0,0,0,0,56,56,0,0,0,0,56,56,0,0,0,0,56,56,0,0,0,0,56,56,0,0,0,0,56,30,0,0,0,11,0,30,0,0,0,0,79,0,0,23,0,0,0,0,23,,,,
40007042026,40,0420,0001,79,0,0,0,0,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,68,0,0,0,11,0,68,0,0,0,0,79,0,0,0,0,0,0,0,0,,,,
Totals Calhoun County,,,,840,0,0,0,0,840,0,0,0,0,840,840,0,0,0,0,840,840,0,0,0,0,840,840,0,0,0,0,840,840,0,0,0,0,840,578,0,0,3,244,0,581,70,0,0,0,793,0,70,213,0,0,0,0,213,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08008300026,08,3000,2002,482,1,0,1,1,477,4,1,0,0,482,478,3,1,0,0,482,478,3,1,0,0,482,481,1,0,0,0,482,481,1,0,0,0,482,178,0,0,2,302,0,180,0,0,0,0,482,0,0,43,3,0,0,0,46,,,,
08008300026,04,3000,2003,339,0,0,0,0,337,2,0,0,0,339,337,2,0,0,0,339,337,2,0,0,0,339,337,2,0,0,0,339,337,2,0,0,0,339,0,0,0,0,339,0,0,0,0,0,0,339,0,0,211,1,0,0,0,212,,,,
08008300026,08,3000,0001,211,1,1,1,0,211,0,0,0,0,211,210,0,0,0,1,211,211,0,0,0,0,211,211,0,0,0,0,211,211,0,0,0,0,211,209,0,0,2,0,0,211,0,0,0,0,211,0,0,0,0,0,0,0,0,,,,
08008301026,08,3010,3001,40,0,0,0,0,38,0,0,2,0,40,38,0,0,2,0,40,38,0,0,2,0,40,38,0,0,2,0,40,38,0,0,2,0,40,38,0,0,2,0,0,40,38,0,0,2,0,0,40,38,0,0,2,0,40,,,,
08008301026,08,3010,0001,167,3,3,0,0,167,0,0,0,0,167,164,0,0,2,1,167,167,0,0,0,0,167,167,0,0,0,0,167,167,0,0,0,0,167,163,0,0,2,0,2,167,0,0,0,0,167,0,0,0,0,0,0,0,0,,,,
08008304026,08,3040,2001,100,2,1,0,1,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,100,17,0,0,0,83,0,17,0,0,0,0,100,0,0,0,0,0,0,1,1,,,,
08008304026,08,3040,0001,229,2,0,0,2,228,1,0,0,0,229,227,1,0,1,0,229,228,1,0,0,0,229,228,1,0,0,0,229,228,1,0,0,0,229,227,2,0,0,0,0,229,0,0,0,0,229,0,0,0,0,0,0,0,0,,,,
08008308026,08,3080,2003,279,1,0,1,1,277,2,0,0,0,279,277,2,0,0,0,279,277,2,0,0,0,279,277,2,0,0,0,279,277,2,0,0,0,279,230,3,0,0,46,0,233,0,0,0,0,279,0,0,0,0,0,0,0,0,,,,
08008308026,08,3080,2003,294,0,0,0,0,292,2,0,0,0,294,292,2,0,0,0,294,292,2,0,0,0,294,292,2,0,0,0,294,292,2,0,0,0,294,113,0,0,0,181,0,113,43,0,0,0,251,0,43,146,3,0,0,0,149,,,,
08008308026,08,3080,0001,244,1,0,1,1,244,0,0,0,0,244,244,0,0,0,0,244,244,0,0,0,0,244,244,0,0,0,0,244,244,0,0,0,0,244,240,4,0,0,0,0,244,0,0,0,0,244,0,0,0,0,0,0,0,0,,,,
08008399026,08,3990,2001,77,0,0,0,0,76,1,0,0,0,77,76,1,0,0,0,77,76,1,0,0,0,77,76,1,0,0,0,77,76,1,0,0,0,77,41,1,0,0,35,0,42,6,0,0,0,71,0,6,6,0,0,0,0,6,,,,
08008399026,08,3990,2002,220,0,0,0,0,218,2,0,0,0,220,215,2,0,3,0,220,215,2,1,2,0,220,216,2,0,2,0,220,216,2,0,2,0,220,42,0,0,1,177,0,43,41,0,0,2,177,0,43,172,2,0,2,0,176,,,,
08008399026,08,3990,2002,182,0,0,0,0,180,2,0,0,0,182,180,2,0,0,0,182,180,2,0,0,0,182,180,2,0,0,0,182,180,2,0,0,0,182,40,0,0,0,142,0,40,40,0,0,0,142,0,40,80,1,0,0,0,81,,,,
08008399026,08,3990,0002,199,0,0,1,0,197,1,1,0,0,199,197,1,1,0,0,199,197,1,1,0,0,199,197,1,1,0,0,199,197,1,1,0,0,199,196,1,1,1,0,0,199,0,0,0,0,199,0,0,0,0,0,0,0,0,,,,
Totals Carroll County,,,,"3,063",11,5,5,6,"3,042",17,2,2,0,"3,063","3,035",16,2,8,2,"3,063","3,040",16,3,4,0,"3,063","3,044",14,1,4,0,"3,063","3,044",14,1,4,0,"3,063","1,734",11,1,10,"1,305",2,"1,758",168,0,0,4,"2,891",0,172,696,10,0,4,1,711,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cass County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46009001X06,46,001X,n/a,37,0,0,0,0,37,0,0,0,0,37,37,0,0,0,0,37,37,0,0,0,0,37,37,0,0,0,0,37,37,0,0,0,0,37,9,0,0,0,28,0,9,9,0,0,0,28,0,9,21,0,0,0,0,21,,,,
46009002X06,46,002X,n/a,37,0,0,0,0,37,0,0,0,0,37,37,0,0,0,0,37,37,0,0,0,0,37,37,0,0,0,0,37,37,0,0,0,0,37,14,0,0,0,23,0,14,8,0,0,0,29,0,8,12,0,0,0,0,12,,,,
46009003Z26,46,003Z,n/a,111,6,6,7,0,102,4,0,0,5,111,102,4,0,0,5,111,102,4,0,0,5,111,102,4,0,0,5,111,102,4,0,0,5,111,50,2,0,0,56,3,55,27,0,0,0,81,3,30,61,0,0,0,6,67,,,,
46009015026,46,0150,2002,150,0,0,0,0,150,0,0,0,0,150,150,0,0,0,0,150,150,0,0,0,0,150,150,0,0,0,0,150,150,0,0,0,0,150,0,0,0,0,150,0,0,0,0,0,0,150,0,0,67,0,0,0,0,67,,,,
46009015026,46,0150,2003,403,1,0,1,1,403,0,0,0,0,403,403,0,0,0,0,403,403,0,0,0,0,403,403,0,0,0,0,403,403,0,0,0,0,403,88,0,1,10,304,0,99,0,0,0,0,403,0,0,0,0,0,0,0,0,,,,
46009015026,46,0150,2005,243,9,3,10,6,225,0,0,14,4,243,225,0,0,14,4,243,225,0,0,14,4,243,225,0,0,14,4,243,225,0,0,14,4,243,238,0,0,3,0,2,243,235,0,0,8,0,0,243,238,0,0,2,3,243,,,,
46009015026,46,0150,0007,720,4,2,4,2,714,4,2,0,0,720,709,4,2,3,2,720,712,4,1,3,0,720,712,4,1,3,0,720,712,4,1,3,0,720,703,4,1,10,0,2,720,0,0,0,0,720,0,0,0,0,0,0,0,0,,,,
46009064026,46,0640,1001,84,0,0,0,0,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,0,84,0,0,0,0,84,0,0,0,0,0,0,0,0,,,,
46009064026,46,0640,2001,156,7,4,2,3,152,0,0,0,4,156,152,0,0,0,4,156,152,0,0,0,4,156,152,0,0,0,4,156,152,0,0,0,4,156,46,0,0,0,108,2,48,21,0,0,0,134,1,22,80,0,0,0,3,83,,,,
46009064026,46,0640,0003,113,1,1,1,0,113,0,0,0,0,113,112,0,0,0,1,113,113,0,0,0,0,113,113,0,0,0,0,113,113,0,0,0,0,113,113,0,0,0,0,0,113,0,0,0,0,113,0,0,0,0,0,0,0,0,,,,
46009262026,46,2620,1002,125,0,0,0,0,123,0,0,2,0,125,124,0,0,1,0,125,123,0,0,2,0,125,124,0,0,1,0,125,124,0,0,1,0,125,124,0,0,1,0,0,125,0,0,0,0,125,0,0,0,0,0,0,0,0,,,,
46009262026,46,2620,2001,201,0,0,0,0,201,0,0,0,0,201,201,0,0,0,0,201,200,0,0,1,0,201,200,0,0,1,0,201,200,0,0,1,0,201,69,0,0,0,132,0,69,23,0,0,0,178,0,23,51,0,0,0,0,51,,,,
46009262026,46,2620,0002,153,0,0,0,0,153,0,0,0,0,153,151,0,0,2,0,153,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,0,153,0,0,0,0,153,0,0,0,0,0,0,0,0,,,,
Totals Cass County,,,,"2,533",28,16,25,12,"2,494",8,2,16,13,"2,533","2,487",8,2,20,16,"2,533","2,491",8,1,20,13,"2,533","2,492",8,1,19,13,"2,533","2,492",8,1,19,13,"2,533","1,691",6,2,24,801,9,"1,732",323,0,0,8,"2,198",4,335,530,0,0,2,12,544,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champaign County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09010001026,09,0010,0001,329,0,0,0,0,329,0,0,0,0,329,329,0,0,0,0,329,329,0,0,0,0,329,329,0,0,0,0,329,329,0,0,0,0,329,329,0,0,0,0,0,329,0,0,0,0,329,0,0,0,0,0,0,0,0,,,,
09010001026,08,0010,0001,162,3,2,0,1,160,0,0,0,2,162,159,0,1,0,2,162,160,0,0,0,2,162,160,0,0,0,2,162,160,0,0,0,2,162,157,0,2,1,0,2,162,0,0,0,0,162,0,0,0,0,0,0,0,0,,,,
09010001X10,09,001X,n/a,385,0,0,0,0,385,0,0,0,0,385,385,0,0,0,0,385,385,0,0,0,0,385,385,0,0,0,0,385,385,0,0,0,0,385,182,0,0,0,203,0,182,0,0,0,0,385,0,0,157,0,0,0,0,157,,,,
09010003026,09,0030,1002,637,0,0,0,0,636,1,0,0,0,637,636,1,0,0,0,637,636,1,0,0,0,637,636,1,0,0,0,637,636,1,0,0,0,637,633,1,0,3,1,0,637,0,0,0,0,637,0,0,0,0,0,0,0,0,,,,
09010003026,09,0030,2002,284,0,0,0,0,284,0,0,0,0,284,284,0,0,0,0,284,284,0,0,0,0,284,284,0,0,0,0,284,284,0,0,0,0,284,93,0,0,0,191,0,93,0,0,0,0,284,0,0,115,0,0,0,0,115,,,,
09010003026,09,0030,2003,603,0,0,0,0,601,2,0,0,0,603,601,2,0,0,0,603,601,2,0,0,0,603,601,2,0,0,0,603,601,2,0,0,0,603,220,0,0,1,382,0,221,0,0,0,0,603,0,0,0,0,0,0,0,0,,,,
09010003026,09,0030,2005,238,0,0,0,0,237,0,1,0,0,238,237,0,1,0,0,238,237,0,1,0,0,238,237,0,1,0,0,238,237,0,1,0,0,238,62,0,0,0,176,0,62,62,0,0,0,176,0,62,236,1,1,0,0,238,,,,
09010003026,09,0030,0001,895,0,0,0,0,893,2,0,0,0,895,893,2,0,0,0,895,893,2,0,0,0,895,893,2,0,0,0,895,893,2,0,0,0,895,888,2,0,5,0,0,895,0,0,0,0,895,0,0,0,0,0,0,0,0,,,,
09010004026,09,0040,1003,715,4,2,2,2,713,0,0,0,2,715,713,0,0,0,2,715,713,0,0,0,2,715,713,0,0,0,2,715,713,0,0,0,2,715,709,0,0,4,0,2,715,0,0,0,0,715,0,0,0,0,0,0,0,0,,,,
09010004026,09,0040,1005,717,0,0,0,0,716,1,0,0,0,717,716,1,0,0,0,717,716,1,0,0,0,717,716,1,0,0,0,717,716,1,0,0,0,717,713,2,2,0,0,0,717,0,0,0,0,717,0,0,0,0,0,0,0,0,,,,
09010004026,09,0040,2004,413,1,0,0,1,411,1,1,0,0,413,411,1,1,0,0,413,411,1,1,0,0,413,411,1,1,0,0,413,411,1,1,0,0,413,0,0,0,0,413,0,0,0,0,0,0,413,0,0,410,1,1,1,0,413,,,,
09010004026,09,0040,2007,418,0,0,0,0,417,1,0,0,0,418,417,1,0,0,0,418,415,3,0,0,0,418,415,3,0,0,0,418,415,3,0,0,0,418,70,1,0,1,346,0,72,0,0,0,0,418,0,0,207,2,0,0,0,209,,,,
09010004026,09,0040,2008,399,2,0,0,2,398,1,0,0,0,399,398,1,0,0,0,399,398,1,0,0,0,399,398,1,0,0,0,399,398,1,0,0,0,399,59,0,0,0,340,0,59,0,0,0,0,399,0,0,203,1,0,0,0,204,,,,
09010004026,09,0040,2010,447,6,5,5,1,444,0,0,0,3,447,442,0,0,1,4,447,444,0,0,0,3,447,444,0,0,0,3,447,444,0,0,0,3,447,74,0,0,0,372,1,75,0,0,0,0,447,0,0,62,0,0,0,2,64,,,,
09010004026,09,0040,2011,334,1,1,0,0,333,0,0,0,1,334,333,0,0,0,1,334,333,0,0,0,1,334,333,0,0,0,1,334,333,0,0,0,1,334,69,0,0,0,263,1,70,0,0,0,0,333,0,0,153,0,0,0,0,153,,,,
09010004026,09,0040,2013,360,0,0,0,0,359,0,1,0,0,360,359,0,1,0,0,360,359,0,1,0,0,360,359,0,1,0,0,360,359,0,1,0,0,360,59,0,0,0,301,0,59,0,0,0,0,360,0,0,189,0,1,0,0,190,,,,
09010004026,09,0040,2017,504,2,2,1,0,497,3,0,0,4,504,499,3,0,0,2,504,499,3,0,0,2,504,499,3,0,0,2,504,499,3,0,0,2,504,89,1,0,1,415,0,91,0,0,0,0,506,0,0,90,1,0,0,0,91,,,,
09010004026,09,0040,2020,274,1,0,1,1,273,0,0,1,0,274,273,0,0,1,0,274,273,0,0,1,0,274,273,0,0,1,0,274,273,0,0,1,0,274,54,0,0,0,220,0,54,0,0,0,0,274,0,0,125,0,0,0,0,125,,,,
09010004026,09,0040,2021,378,2,0,2,2,378,0,0,0,0,378,378,0,0,0,0,378,377,0,1,0,0,378,377,0,1,0,0,378,377,0,1,0,0,378,62,0,0,0,316,0,62,0,0,0,0,378,0,0,68,0,0,0,0,68,,,,
09010004026,09,0040,2024,272,7,5,7,2,266,0,0,0,6,272,263,0,3,0,6,272,265,1,0,0,6,272,271,0,0,0,1,272,271,0,0,0,1,272,40,0,0,2,227,3,45,0,0,0,0,272,0,0,131,1,0,0,5,137,,,,
09010004026,09,0040,2026,284,7,0,4,7,284,0,0,0,0,284,284,0,0,0,0,284,284,0,0,0,0,284,284,0,0,0,0,284,284,0,0,0,0,284,47,0,0,0,237,0,47,0,0,0,0,284,0,0,113,0,0,0,0,113,,,,
09010004026,09,0040,2027,447,4,3,4,1,444,0,0,0,3,447,445,0,0,0,2,447,445,0,0,0,2,447,445,0,0,0,2,447,445,0,0,0,2,447,69,0,0,0,377,1,70,6,0,0,0,441,0,6,234,0,0,0,1,235,,,,
09010004026,09,0040,3016,303,2,1,1,1,302,0,0,0,1,303,302,0,0,0,1,303,302,0,0,0,1,303,302,0,0,0,1,303,302,0,0,0,1,303,302,0,0,0,0,1,303,301,1,0,0,0,1,303,301,0,0,1,1,303,,,,
09010004026,09,0040,3017,42,3,3,5,0,42,0,0,0,0,42,39,0,0,0,3,42,42,0,0,0,0,42,42,0,0,0,0,42,42,0,0,0,0,42,42,0,0,0,0,0,42,0,0,0,0,42,0,0,0,0,0,0,0,0,,,,
09010004026,09,0040,0001,"1,518",18,18,14,0,"1,493",17,0,6,2,"1,518","1,477",17,0,8,16,"1,518","1,496",17,0,4,1,"1,518","1,496",17,0,4,1,"1,518","1,496",17,0,4,1,"1,518","1,489",17,1,7,0,4,"1,518",0,0,0,0,"1,518",0,0,0,0,0,0,0,0,,,,
09010004026,09,0040,0002,"1,372",11,2,2,9,"1,362",8,0,0,2,"1,372","1,357",8,0,4,3,"1,372","1,363",8,0,0,1,"1,372","1,363",8,0,0,1,"1,372","1,363",8,0,0,1,"1,372","1,361",8,2,0,0,1,"1,372",0,0,0,0,"1,372",0,0,0,0,0,0,0,0,,,,
09010004X10,09,004X,n/a,124,0,0,0,0,124,0,0,0,0,124,124,0,0,0,0,124,124,0,0,0,0,124,124,0,0,0,0,124,124,0,0,0,0,124,63,0,0,0,61,0,63,0,0,0,0,124,0,0,35,0,0,0,0,35,,,,
09010006X10,09,006X,n/a,469,0,0,0,0,466,3,0,0,0,469,466,3,0,0,0,469,466,3,0,0,0,469,466,3,0,0,0,469,466,3,0,0,0,469,207,1,0,0,261,0,208,0,0,0,0,469,0,0,155,1,0,0,0,156,,,,
09010007026,09,0070,1005,211,0,0,0,0,211,0,0,0,0,211,211,0,0,0,0,211,211,0,0,0,0,211,211,0,0,0,0,211,211,0,0,0,0,211,211,0,0,0,0,0,211,0,0,0,0,211,0,0,0,0,0,0,0,0,,,,
