2009-2010 School Year Immunization Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDTS,Facility,RCDT,School,Enrollment,TotalNC,UnduplCount,NCPE,Excluded,PolioProt,PolioNcNp,PolioMedObj,PolioRelObj,PolioApprSchd,PolioTotal,DtpProt,DtpNcNp,DtpMedObj,DtpRelObj,DtpApprSchd,DtpTotal,MeasProt,MeasNcNp,MeasMedObj,MeasRelObj,MeasApprSchd,MeasTotal,RubProt,RubNcNp,RubMedObj,RubRelObj,RubApprSchd,RubTotal,MumpProt,MumpNcNp,MumpMedObj,MumpRelObj,MumpApprSchd,MumpTotal,HepProt,HepNcNp,HepMedObj,HepRelObj,HepApprSchd,HepTotal,HibProt,HibNcNp,HibMedObj,HibRelObj,HibApprSchd,HibTotal,CpoxProt,CpoxNcNp,CpoxMedObj,CpoxRelObj,CpoxApprSchd,CpoxTotal
14016981X160000,Montessori Sch of Western Springs,14016981X16,0000,54,0,0,0,0,53,0,0,1,0,54,53,0,0,1,0,54,53,0,0,1,0,54,53,0,0,1,0,54,53,0,0,1,0,54,32,0,0,1,0,33,32,0,0,1,0,33,53,0,0,1,0,54
41057036X160000,Montessori School,41057036X16,0000,67,5,5,0,0,63,3,0,1,0,67,66,0,0,1,0,67,64,2,0,1,0,67,66,0,0,1,0,67,66,0,0,1,0,67,33,0,0,1,0,34,27,0,0,0,0,27,65,1,0,1,0,67
50082085X160000,Montessori School,50082085X16,0000,32,0,0,0,0,31,0,1,0,0,32,31,0,1,0,0,32,31,0,1,0,0,32,31,0,1,0,0,32,31,0,1,0,0,32,21,0,0,0,0,21,21,0,0,0,0,21,31,0,1,0,0,32
51084049X160000,Montessori School House of Spfld,51084049X16,0000,46,0,0,0,0,46,0,0,0,0,46,46,0,0,0,0,46,46,0,0,0,0,46,46,0,0,0,0,46,46,0,0,0,0,46,37,0,0,0,0,37,37,0,0,0,0,37,46,0,0,0,0,46
19022064X160000,Montessori School of Lisle,19022064X16,0000,63,3,3,0,0,60,3,0,0,0,63,60,3,0,0,0,63,60,3,0,0,0,63,60,3,0,0,0,63,60,3,0,0,0,63,49,3,0,0,0,52,49,3,0,0,0,52,60,3,0,0,0,63
34049091X160000,Montessori World of Discovery,34049091X16,0000,67,0,0,0,0,67,0,0,0,0,67,67,0,0,0,0,67,67,0,0,0,0,67,67,0,0,0,0,67,67,0,0,0,0,67,48,0,0,0,0,48,48,0,0,0,0,48,67,0,0,0,0,67
39074006Z260000,Monticello Christian Academy,39074006Z26,0000,43,0,0,0,0,34,0,0,2,7,43,34,0,0,2,7,43,27,0,0,3,13,43,27,0,0,3,13,43,27,0,0,3,13,43,14,0,0,1,6,21,10,0,0,0,1,11,27,0,0,6,7,40
390740250260001,Monticello High School,39074025026,0001,552,0,0,0,0,547,0,2,3,0,552,546,0,3,3,0,552,546,0,3,3,0,552,546,0,3,3,0,552,546,0,3,3,0,552,546,0,2,3,1,552,0,0,0,0,0,0,0,0,0,0,0,0
390740250261002,Monticello Middle School,39074025026,1002,413,8,0,8,0,411,0,0,2,0,413,411,0,0,2,0,413,411,0,0,2,0,413,411,0,0,2,0,413,411,0,0,2,0,413,411,0,0,2,0,413,0,0,0,0,0,0,268,0,0,1,0,269
19022055Y100000,Montini Catholic High School,19022055Y10,0000,691,0,0,0,0,687,0,0,4,0,691,666,0,0,2,23,691,687,0,0,4,0,691,687,0,0,4,0,691,687,0,0,4,0,691,684,0,0,7,0,691,0,0,0,0,0,0,0,0,0,0,0,0
44063010X100000,Montini Catholic School,44063010X10,0000,439,0,0,0,0,436,0,1,0,2,439,436,0,1,0,2,439,436,0,1,0,2,439,436,0,1,0,2,439,436,0,1,0,2,439,220,0,1,0,2,223,50,0,0,0,1,51,390,0,1,0,2,393
550981450042001,Montmorency CCSD #145,55098145004,2001,316,0,0,0,0,314,0,0,2,0,316,314,0,0,2,0,316,311,0,1,3,1,316,312,0,1,3,0,316,312,0,1,3,0,316,136,0,0,2,0,138,0,0,0,0,0,0,281,0,1,1,0,283
150162990252356,Moos Elem School,15016299025,2356,490,15,10,5,0,485,4,0,0,1,490,482,7,0,0,1,490,485,5,0,0,0,490,486,4,0,0,0,490,486,4,0,0,0,490,259,4,0,0,0,263,64,3,0,0,0,67,434,5,0,0,0,439
31045015Z140000,Mooseheart Child City and Sch Inc,31045015Z14,0000,210,0,0,0,0,210,0,0,0,0,210,210,0,0,0,0,210,209,0,0,0,1,210,209,0,0,0,1,210,209,0,0,0,1,210,178,0,0,0,0,178,4,0,0,0,0,4,74,0,0,0,0,74
150162990252047,Morgan Elem School,15016299025,2047,307,70,48,22,0,277,29,0,0,1,307,269,35,0,0,3,307,271,34,0,0,2,307,279,28,0,0,0,307,279,28,0,0,0,307,143,17,1,0,0,161,23,12,0,0,0,35,244,32,0,0,0,276
14016061Z010000,Morgan Park Academy,14016061Z01,0000,450,0,0,0,0,446,0,0,2,2,450,446,0,0,2,2,450,444,0,0,3,3,450,444,0,0,3,3,450,444,0,0,3,3,450,310,0,1,2,3,316,37,0,0,0,0,37,265,0,0,1,1,267
150162990250031,Morgan Park High School,15016299025,0031,1682,169,107,62,0,1673,8,0,1,0,1682,1569,101,7,3,2,1682,1673,8,0,1,0,1682,1673,8,0,1,0,1682,1673,8,0,1,0,1682,1661,14,4,3,0,1682,0,0,0,0,0,0,64,1,0,0,0,65
150162990252357,Morrill Elem Math & Sci School,15016299025,2357,917,75,71,4,0,865,52,0,0,0,917,847,70,0,0,0,917,865,52,0,0,0,917,869,48,0,0,0,917,869,48,0,0,0,917,410,12,1,0,0,423,69,2,0,0,0,71,770,45,0,0,0,815
24032006X260000,Morris Christian School,24032006X26,0000,20,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,19,0,1,0,0,20
240321010160001,Morris Community High School,24032101016,0001,1018,17,16,1,4,1010,2,0,2,4,1018,1009,3,0,2,4,1018,1008,5,0,2,3,1018,1013,0,1,1,3,1018,1013,0,1,1,3,1018,1000,10,1,3,4,1018,0,0,0,0,0,0,0,0,0,0,0,0
550980060260001,Morrison High School,55098006026,0001,349,1,1,0,0,346,0,0,3,0,349,342,1,1,4,1,349,346,0,0,3,0,349,346,0,0,3,0,349,346,0,0,3,0,349,347,0,0,2,0,349,0,0,0,0,0,0,0,0,0,0,0,0
550980060261001,Morrison Jr High School,55098006026,1001,268,0,0,0,0,264,0,0,4,0,268,263,0,0,4,1,268,264,0,0,4,0,268,264,0,0,4,0,268,264,0,0,4,0,268,265,0,0,3,0,268,0,0,0,0,0,0,176,0,0,0,0,176
100110010262001,Morrisonville Elem School,10011001026,2001,158,0,0,0,0,158,0,0,0,0,158,158,0,0,0,0,158,158,0,0,0,0,158,158,0,0,0,0,158,158,0,0,0,0,158,49,0,0,0,0,49,0,0,0,0,0,0,158,0,0,0,0,158
100110010260002,Morrisonville High School,10011001026,0002,119,0,0,0,0,119,0,0,0,0,119,119,0,0,0,0,119,119,0,0,0,0,119,119,0,0,0,0,119,119,0,0,0,0,119,119,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0
100110010261001,Morrisonville Jr High School,10011001026,1001,50,0,0,0,0,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,0,0,0,0,0,0,25,0,0,0,0,25
140165270513101,Morton College Child Learn Cntr,14016527051,3101,60,1,1,0,0,60,0,0,0,0,60,60,0,0,0,0,60,59,0,0,0,1,60,59,0,0,0,1,60,59,0,0,0,1,60,59,0,0,0,1,60,60,0,0,0,0,60,59,1,0,0,0,60
150162990252844,Morton Elem Career Academy,15016299025,2844,293,74,53,21,0,260,33,0,0,0,293,255,37,0,0,1,293,258,34,1,0,0,293,267,26,0,0,0,293,267,26,0,0,0,293,143,13,0,0,0,156,47,1,0,0,0,48,244,31,0,0,0,275
140161450022004,Morton Gingerwood Elem School,14016145002,2004,288,8,8,0,0,288,0,0,0,0,288,288,0,0,0,0,288,282,6,0,0,0,288,282,6,0,0,0,288,282,6,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,286,2,0,0,0,288
530907090260006,Morton High School,53090709026,0006,997,0,0,0,0,990,0,1,6,0,997,987,0,4,6,0,997,990,0,1,6,0,997,990,0,1,6,0,997,990,0,1,6,0,997,989,0,2,6,0,997,0,0,0,0,0,0,0,0,0,0,0,0
530907090261005,Morton Jr High School,53090709026,1005,426,0,0,0,0,425,0,0,1,0,426,425,0,0,1,0,426,424,0,1,1,0,426,424,0,1,1,0,426,424,0,1,1,0,426,425,0,0,1,0,426,0,0,0,0,0,0,215,0,0,0,0,215
480723210262005,Mossville Elementary School,48072321026,2005,476,0,0,0,0,470,0,1,5,0,476,470,0,1,5,0,476,470,0,1,5,0,476,470,0,1,5,0,476,470,0,1,5,0,476,124,0,0,0,0,124,49,0,0,0,0,49,470,0,1,5,0,476
480723210261001,Mossville Jr High,48072321026,1001,224,0,0,0,0,220,0,0,4,0,224,220,0,0,4,0,224,220,0,0,4,0,224,220,0,0,4,0,224,220,0,0,4,0,224,220,0,0,4,0,224,0,0,0,0,0,0,155,0,0,3,0,158
14016560X100000,Most Holy Redeemer School,14016560X10,0000,432,0,0,0,0,429,0,0,3,0,432,429,0,0,3,0,432,429,0,0,3,0,432,429,0,0,3,0,432,429,0,0,3,0,432,203,0,1,1,0,205,61,0,1,0,0,62,385,0,3,3,0,391
14016060Y100000,Mother Mcauley Liberal Arts H S,14016060Y10,0000,1406,0,0,0,0,1403,0,0,3,0,1406,1397,0,1,7,1,1406,1403,0,0,3,0,1406,1403,0,0,3,0,1406,1403,0,0,3,0,1406,1400,0,0,6,0,1406,0,0,0,0,0,0,0,0,0,0,0,0
110870040262002,Moulton Elementary School,11087004026,2002,491,1,0,1,2,491,0,0,0,0,491,490,0,1,0,0,491,490,0,1,0,0,491,490,0,1,0,0,491,490,0,1,0,0,491,379,0,0,0,0,379,0,0,0,0,0,0,395,0,0,0,1,396
14016064Y100000,Mount Assisi Academy,14016064Y10,0000,220,0,0,0,0,218,0,0,2,0,220,217,0,1,2,0,220,218,0,0,2,0,220,218,0,0,2,0,220,218,0,0,2,0,220,217,0,1,2,0,220,0,0,0,0,0,0,0,0,0,0,0,0
14016578X100000,Mount Carmel Academy,14016578X10,0000,233,0,0,0,0,233,0,0,0,0,233,233,0,0,0,0,233,233,0,0,0,0,233,233,0,0,0,0,233,233,0,0,0,0,233,125,0,0,0,0,125,41,0,0,0,0,41,212,0,0,0,0,212
200933480260001,Mount Carmel High School,20093348026,0001,540,2,2,0,0,540,0,0,0,0,540,538,2,0,0,0,540,539,0,1,0,0,540,540,0,0,0,0,540,540,0,0,0,0,540,538,0,0,0,2,540,0,0,0,0,0,0,0,0,0,0,0,0
200962000262002,Mount Erie Elem School,20096200026,2002,79,0,0,0,0,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79
150162990252361,Mount Greenwood Elem School,15016299025,2361,769,17,12,5,0,760,4,0,4,1,769,758,6,0,4,1,769,751,10,1,7,0,769,762,4,0,3,0,769,762,4,0,3,0,769,323,3,5,0,0,331,39,1,0,0,0,40,690,6,1,3,0,700
380540230262002,Mount Pulaski Elem School,38054023026,2002,367,1,1,0,1,363,1,0,2,1,367,363,1,0,2,1,367,363,1,0,2,1,367,363,1,0,2,1,367,363,1,0,2,1,367,190,1,0,2,0,193,44,1,0,0,0,45,329,1,0,1,0,331
380540230260001,Mount Pulaski High School,38054023026,0001,195,1,1,0,1,192,0,0,3,0,195,190,1,0,3,1,195,192,0,0,3,0,195,192,0,0,3,0,195,192,0,0,3,0,195,192,0,0,3,0,195,0,0,0,0,0,0,0,0,0,0,0,0
150162990252362,Mount Vernon Elem School,15016299025,2362,315,25,20,5,0,308,6,0,1,0,315,299,13,0,1,2,315,304,11,0,0,0,315,311,4,0,0,0,315,311,4,0,0,0,315,158,2,2,1,0,163,55,2,0,1,0,58,288,3,0,1,2,294
250412010170001,Mount Vernon High School,25041201017,0001,1458,31,17,14,30,1457,0,0,1,0,1458,1440,16,1,1,0,1458,1457,0,0,1,0,1458,1457,0,0,1,0,1458,1457,0,0,1,0,1458,1457,0,0,1,0,1458,14,0,0,0,0,14,13,1,0,0,0,14
150162990252363,Mozart Elem School,15016299025,2363,863,268,165,103,0,820,43,0,0,0,863,810,53,0,0,0,863,733,130,0,0,0,863,824,39,0,0,0,863,824,39,0,0,0,863,278,26,0,0,0,304,84,9,0,0,0,93,816,47,0,0,0,863
200933480261003,Mt Carmel Middle School,20093348026,1003,368,0,0,0,0,368,0,0,0,0,368,368,0,0,0,0,368,367,0,1,0,0,368,368,0,0,0,0,368,368,0,0,0,0,368,368,0,0,0,0,368,0,0,0,0,0,0,238,0,0,0,0,238
400560050262001,Mt Olive Elementary School,40056005026,2001,422,8,7,1,2,411,6,0,0,5,422,411,6,0,0,5,422,411,7,0,0,4,422,411,7,0,0,4,422,411,7,0,0,4,422,225,3,0,0,1,229,45,4,0,0,1,50,371,6,0,0,2,379
400560050260001,Mt Olive High School,40056005026,0001,170,0,0,0,0,169,0,0,1,0,170,168,0,0,1,1,170,169,0,0,1,0,170,169,0,0,1,0,170,169,0,0,1,0,170,169,0,0,1,0,170,0,0,0,0,0,0,0,0,0,0,0,0
25041003Z200000,Mt Vernon Christian School,25041003Z20,0000,35,0,0,0,0,35,0,0,0,0,35,35,0,0,0,0,35,35,0,0,0,0,35,35,0,0,0,0,35,35,0,0,0,0,35,19,0,0,0,0,19,0,0,0,0,0,0,22,0,0,0,0,22
250410800022008,Mt Vernon Dist 80 Primary Center,25041080002,2008,639,9,1,8,9,636,0,0,3,0,639,635,0,1,3,0,639,636,0,0,3,0,639,636,0,0,3,0,639,636,0,0,3,0,639,0,0,0,0,0,0,0,0,0,0,0,0,635,1,1,2,0,639
390550030262005,Mt Zion Elem School,39055003026,2005,377,0,0,0,0,377,0,0,0,0,377,377,0,0,0,0,377,376,0,1,0,0,377,376,0,1,0,0,377,376,0,1,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,377
390550030260001,Mt Zion High School,39055003026,0001,747,2,1,1,1,745,0,0,2,0,747,743,1,0,3,0,747,745,0,0,2,0,747,745,0,0,2,0,747,745,0,0,2,0,747,745,0,0,2,0,747,0,0,0,0,0,0,0,0,0,0,0,0
390550030262006,Mt Zion Intermediate School,39055003026,2006,577,0,0,0,0,576,0,0,1,0,577,576,0,0,1,0,577,575,0,1,1,0,577,575,0,1,1,0,577,575,0,1,1,0,577,387,0,0,0,0,387,0,0,0,0,0,0,576,0,0,1,0,577
390550030261001,Mt Zion Jr High School,39055003026,1001,397,0,0,0,0,397,0,0,0,0,397,397,0,0,0,0,397,397,0,0,0,0,397,397,0,0,0,0,397,397,0,0,0,0,397,397,0,0,0,0,397,0,0,0,0,0,0,204,0,0,0,0,204
390550610252016,Muffley Elem School,39055061025,2016,346,6,3,3,6,344,2,0,0,0,346,344,2,0,0,0,346,343,3,0,0,0,346,343,3,0,0,0,346,343,3,0,0,0,346,107,0,0,0,0,107,0,0,0,0,0,0,345,1,0,0,0,346
14016831Z230000,Muhammad University,14016831Z23,0000,237,7,7,0,0,88,7,0,137,5,237,88,7,0,137,5,237,88,7,0,137,5,237,88,7,0,137,5,237,88,7,0,137,5,237,38,0,0,86,0,124,0,0,0,0,0,0,75,7,0,92,5,179
030030010262001,Mulberry Grove Elem School,03003001026,2001,263,0,0,0,0,263,0,0,0,0,263,263,0,0,0,0,263,263,0,0,0,0,263,263,0,0,0,0,263,263,0,0,0,0,263,106,0,0,0,0,106,54,0,0,0,0,54,263,0,0,0,0,263
030030010261001,Mulberry Grove Jr High School,03003001026,1001,67,0,0,0,0,66,0,0,1,0,67,66,0,0,1,0,67,66,0,0,1,0,67,66,0,0,1,0,67,66,0,0,1,0,67,66,0,0,1,0,67,0,0,0,0,0,0,37,0,0,1,0,38
030030010260001,Mulberry Grove Sr High School,03003001026,0001,140,0,0,0,0,139,0,0,1,0,140,139,0,0,1,0,140,139,0,0,1,0,140,139,0,0,1,0,140,139,0,0,1,0,140,139,0,0,1,0,140,0,0,0,0,0,0,0,0,0,0,0,0
150162990250836,Multicultural Arts High School,15016299025,0836,349,43,25,18,0,348,1,0,0,0,349,322,25,2,0,0,349,347,2,0,0,0,349,347,2,0,0,0,349,347,2,0,0,0,349,347,2,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0
340491200130001,Mundelein Cons High School,34049120013,0001,2332,3,0,3,0,2331,0,0,1,0,2332,2305,0,3,1,23,2332,2330,0,0,2,0,2332,2330,0,0,2,0,2332,2330,0,0,2,0,2332,2325,0,2,2,3,2332,0,0,0,0,0,0,0,0,0,0,0,0
34049085X160000,Mundelein Montessori School,34049085X16,0000,18,0,0,0,0,18,0,0,0,0,18,18,0,0,0,0,18,18,0,0,0,0,18,18,0,0,0,0,18,18,0,0,0,0,18,12,0,0,0,0,12,12,0,0,0,0,12,18,0,0,0,0,18
310453030262005,Munhall Elem School,31045303026,2005,471,0,0,0,0,463,0,1,7,0,471,463,0,1,7,0,471,462,0,1,7,1,471,470,0,0,1,0,471,470,0,0,1,0,471,79,0,0,2,0,81,0,0,0,0,0,0,467,0,1,3,0,471
150162990252365,Murphy Elem School,15016299025,2365,517,44,29,15,0,502,12,0,2,1,517,500,14,0,2,1,517,492,23,0,2,0,517,503,12,0,2,0,517,503,12,0,2,0,517,192,9,1,0,1,203,59,2,0,0,0,61,500,14,0,3,0,517
300391860260001,Murphysboro High School,30039186026,0001,673,4,2,2,4,670,0,1,2,0,673,668,2,1,2,0,673,670,0,1,2,0,673,670,0,1,2,0,673,670,0,1,2,0,673,669,1,1,2,0,673,0,0,0,0,0,0,0,0,0,0,0,0
300391860261002,Murphysboro Middle School,30039186026,1002,463,3,0,3,4,461,0,0,2,0,463,461,0,0,2,0,463,461,0,0,2,0,463,461,0,0,2,0,463,461,0,0,2,0,463,460,0,0,2,1,463,0,0,0,0,0,0,310,0,0,1,0,311
150162990252366,Murray Elem Language Academy,15016299025,2366,460,125,79,46,0,418,39,1,2,0,460,417,40,1,2,0,460,392,65,2,1,0,460,419,39,1,1,0,460,419,39,1,1,0,460,135,19,0,1,0,155,32,8,0,0,0,40,417,41,1,1,0,460
460691170222009,Murrayville-Woodson Elem School,46069117022,2009,153,0,0,0,1,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,37,0,0,0,0,37,0,0,0,0,0,0,153,0,0,0,0,153
560990170022001,N B Galloway Elem School,56099017002,2001,508,0,0,0,0,504,0,1,3,0,508,505,0,0,3,0,508,504,0,1,3,0,508,504,0,1,3,0,508,504,0,1,3,0,508,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,3,0,508
410570070262007,N O Nelson Elem School,41057007026,2007,384,3,2,1,0,375,0,0,7,2,384,376,0,1,6,1,384,378,0,0,6,0,384,378,0,0,6,0,384,378,0,0,6,0,384,43,2,0,0,0,45,45,0,0,0,0,45,378,0,0,6,0,384
15016299025218C,Namaste Elem Charter School,15016299025,218C,369,58,27,31,0,357,9,1,2,0,369,357,10,0,2,0,369,352,14,0,2,1,369,358,9,0,2,0,369,358,9,0,2,0,369,86,6,0,0,0,92,0,0,0,0,0,0,352,15,0,2,0,369
190222040262021,Nancy Young Elementary School,19022204026,2021,803,2,2,0,0,797,0,0,6,0,803,798,0,0,5,0,803,798,0,0,5,0,803,798,0,0,5,0,803,798,0,0,5,0,803,130,2,0,1,0,133,0,0,0,0,0,0,801,0,0,2,0,803
190222030262006,Naper Elem School,19022203026,2006,280,0,0,0,0,280,0,0,0,0,280,280,0,0,0,0,280,279,0,1,0,0,280,280,0,0,0,0,280,280,0,0,0,0,280,49,0,0,0,0,49,0,0,0,0,0,0,278,0,1,0,1,280
190222030260001,Naperville Central High School,19022203026,0001,2992,1,1,0,1,2979,0,0,13,0,2992,2975,0,0,16,1,2992,2978,0,1,13,0,2992,2984,0,1,7,0,2992,2984,0,1,7,0,2992,2978,1,2,10,1,2992,0,0,0,0,0,0,0,0,0,0,0,0
19022043X030000,Naperville Christian Academy,19022043X03,0000,114,10,6,4,0,103,4,0,7,0,114,103,4,0,7,0,114,103,4,0,7,0,114,103,4,0,7,0,114,103,4,0,7,0,114,39,2,0,2,0,43,0,0,0,0,0,0,93,3,0,7,0,103
19022160X160000,Naperville Montessori School,19022160X16,0000,123,5,5,0,0,122,0,0,0,1,123,122,0,0,0,1,123,121,1,0,0,1,123,121,1,0,0,1,123,121,1,0,0,1,123,96,3,0,0,1,100,98,1,0,0,1,100,122,0,0,0,1,123
190222030260013,Naperville North High School,19022203026,0013,3174,2,2,0,2,3168,0,3,3,0,3174,3164,2,3,5,0,3174,3167,0,4,3,0,3174,3171,0,2,1,0,3174,3171,0,2,1,0,3174,3170,0,1,3,0,3174,0,0,0,0,0,0,0,0,0,0,0,0
150162990252368,Nash Elem School,15016299025,2368,485,68,29,39,0,442,16,0,0,27,485,426,17,0,0,42,485,422,20,0,0,43,485,444,15,0,0,26,485,444,15,0,0,26,485,217,8,0,0,21,246,41,4,0,0,10,55,388,15,0,0,30,433
130950990160001,Nashville Comm High School,13095099016,0001,494,0,0,0,0,493,0,0,1,0,494,491,0,0,1,2,494,493,0,0,1,0,494,493,0,0,1,0,494,493,0,0,1,0,494,492,0,1,1,0,494,0,0,0,0,0,0,0,0,0,0,0,0
130950490042002,Nashville Grade School,13095049004,2002,587,2,0,2,1,581,0,0,6,0,587,579,0,2,6,0,587,581,0,0,6,0,587,582,0,0,5,0,587,582,0,0,5,0,587,282,0,0,2,0,284,65,0,0,0,0,65,521,0,0,5,0,526
140160540042015,Nathan Hale Elem School,14016054004,2015,457,1,0,1,2,447,0,1,9,0,457,447,0,1,9,0,457,444,0,2,11,0,457,444,0,2,11,0,457,444,0,2,11,0,457,153,0,2,2,0,157,0,0,0,0,0,0,447,0,4,6,0,457
140161710022001,Nathan Hale Elem School,14016171002,2001,538,7,1,6,0,528,8,0,0,2,538,528,7,0,0,3,538,529,7,0,0,2,538,529,7,0,0,2,538,529,7,0,0,2,538,33,6,0,0,0,39,33,6,0,0,0,39,529,7,0,0,2,538
140161300022004,Nathan Hale Intermediate,14016130002,2004,157,3,2,1,3,155,2,0,0,0,157,155,2,0,0,0,157,155,2,0,0,0,157,155,2,0,0,0,157,155,2,0,0,0,157,81,1,0,0,0,82,0,0,0,0,0,0,155,2,0,0,0,157
140161300021002,Nathan Hale Middle School,14016130002,1002,331,21,5,16,18,328,3,0,0,0,331,328,3,0,0,0,331,328,3,0,0,0,331,328,3,0,0,0,331,328,3,0,0,0,331,328,3,0,0,0,331,0,0,0,0,0,0,226,2,0,0,0,228
140161300022012,Nathan Hale Primary School,14016130002,2012,525,35,25,10,35,497,27,0,1,0,525,496,28,0,1,0,525,495,28,1,1,0,525,502,21,1,1,0,525,502,21,1,1,0,525,104,12,0,0,0,116,102,14,0,0,0,116,502,21,1,1,0,525
140160210043001,Nathaniel Hawthorne EC School,14016021004,3001,505,0,0,0,0,502,0,0,1,2,505,502,0,0,1,2,505,502,0,0,1,2,505,502,0,0,1,2,505,502,0,0,1,2,505,502,0,0,1,2,505,502,0,0,1,2,505,502,0,0,1,2,505
150162990252924,National Teachers Elem Academy,15016299025,2924,423,6,5,1,6,420,2,0,0,1,423,417,3,1,0,2,423,418,3,1,0,1,423,422,1,0,0,0,423,422,1,0,0,0,423,199,1,0,0,1,201,38,1,0,0,0,39,373,1,0,0,0,374
08043004X100000,Nativity B V M,08043004X10,0000,31,0,0,0,0,31,0,0,0,0,31,31,0,0,0,0,31,31,0,0,0,0,31,31,0,0,0,0,31,31,0,0,0,0,31,17,0,0,0,0,17,0,0,0,0,0,0,27,0,0,0,0,27
310450460222053,Nature Ridge Elem School,31045046022,2053,774,37,22,15,0,747,22,0,5,0,774,747,22,0,5,0,774,747,22,0,5,0,774,747,22,0,5,0,774,747,22,0,5,0,774,204,4,0,2,0,210,0,0,0,0,0,0,747,22,0,5,0,774
260343250262002,Nauvoo Elem School,26034325026,2002,178,4,0,4,0,168,0,0,9,1,178,167,0,0,10,1,178,165,0,0,11,2,178,165,0,0,11,2,178,165,0,0,11,2,178,79,0,0,3,1,83,34,0,0,1,1,36,142,0,0,11,25,178
260343250261001,Nauvoo-Colusa Jr High School,26034325026,1001,108,1,1,0,0,105,1,0,2,0,108,105,1,0,2,0,108,105,1,0,2,0,108,105,1,0,2,0,108,105,1,0,2,0,108,105,1,0,2,0,108,0,0,0,0,0,0,31,0,0,1,14,46
140161280022005,Navajo Heights Elem School,14016128002,2005,152,0,0,0,0,151,0,0,1,0,152,151,0,0,1,0,152,151,0,0,1,0,152,151,0,0,1,0,152,151,0,0,1,0,152,78,0,0,0,0,78,0,0,0,0,0,0,151,0,0,1,0,152
14016809Y100000,Nazareth Academy,14016809Y10,0000,789,0,0,0,0,789,0,0,0,0,789,783,0,2,1,3,789,787,0,1,0,1,789,787,0,2,0,0,789,787,0,2,0,0,789,788,0,1,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0
340491870261003,Neal Math Science Academy,34049187026,1003,517,35,2,33,35,515,2,0,0,0,517,517,0,0,0,0,517,517,0,0,0,0,517,517,0,0,0,0,517,517,0,0,0,0,517,517,0,0,0,0,517,0,0,0,0,0,0,260,0,0,0,0,260
14016910X160000,Near North Montessori School,14016910X16,0000,519,7,2,5,0,503,0,0,10,6,519,502,0,1,10,6,519,503,0,0,10,6,519,503,0,0,10,6,519,503,0,0,10,6,519,262,0,0,5,7,274,112,0,0,3,1,116,466,2,0,8,6,482
150162990253157,Near North Special Ed Center,15016299025,3157,90,4,0,4,14,90,0,0,0,0,90,90,0,0,0,0,90,90,0,0,0,0,90,90,0,0,0,0,90,90,0,0,0,0,90,70,0,0,0,0,70,0,0,0,0,0,0,68,0,0,0,0,68
140160540042003,Neil Armstrong Elem School,14016054004,2003,594,4,3,1,2,586,3,1,0,4,594,587,3,0,0,4,594,587,3,2,0,2,594,592,2,0,0,0,594,592,2,0,0,0,594,161,0,0,0,0,161,0,0,0,0,0,0,591,2,1,0,0,594
140161590022004,Neil Armstrong Elem School,14016159002,2004,300,3,0,3,3,300,0,0,0,0,300,300,0,0,0,0,300,300,0,0,0,0,300,300,0,0,0,0,300,300,0,0,0,0,300,52,0,0,0,0,52,0,0,0,0,0,0,300,0,0,0,0,300
110150020263010,Neil Armstrong Program/Hawthorne,11015002026,3010,49,0,0,0,0,48,0,0,1,0,49,48,0,0,1,0,49,48,0,0,1,0,49,48,0,0,1,0,49,48,0,0,1,0,49,48,0,0,1,0,49,48,0,0,1,0,49,48,0,0,1,0,49
150162990252369,Neil Elem School,15016299025,2369,359,38,25,13,0,348,11,0,0,0,359,341,17,1,0,0,359,342,17,0,0,0,359,349,10,0,0,0,359,349,10,0,0,0,359,176,1,0,0,0,177,0,0,0,0,0,0,307,14,0,0,0,321
470520080022001,Nelson Elem School,47052008002,2001,31,0,0,0,0,31,0,0,0,0,31,31,0,0,0,0,31,31,0,0,0,0,31,31,0,0,0,0,31,31,0,0,0,0,31,7,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,28
500821890222020,Nelson Mandela School,50082189022,2020,199,0,0,0,0,192,0,0,0,7,199,191,0,0,0,8,199,190,0,0,0,9,199,197,0,0,0,2,199,199,0,0,0,0,199,48,0,0,0,0,48,23,0,0,0,0,23,194,0,0,0,5,199
