2009-2010 School Year Immunization Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDTS,Facility,RCDT,School,Enrollment,TotalNC,UnduplCount,NCPE,Excluded,PolioProt,PolioNcNp,PolioMedObj,PolioRelObj,PolioApprSchd,PolioTotal,DtpProt,DtpNcNp,DtpMedObj,DtpRelObj,DtpApprSchd,DtpTotal,MeasProt,MeasNcNp,MeasMedObj,MeasRelObj,MeasApprSchd,MeasTotal,RubProt,RubNcNp,RubMedObj,RubRelObj,RubApprSchd,RubTotal,MumpProt,MumpNcNp,MumpMedObj,MumpRelObj,MumpApprSchd,MumpTotal,HepProt,HepNcNp,HepMedObj,HepRelObj,HepApprSchd,HepTotal,HibProt,HibNcNp,HibMedObj,HibRelObj,HibApprSchd,HibTotal,CpoxProt,CpoxNcNp,CpoxMedObj,CpoxRelObj,CpoxApprSchd,CpoxTotal
150162990252148,Darwin Elem School,15016299025,2148,702,17,9,8,13,697,5,0,0,0,702,691,8,0,0,3,702,696,6,0,0,0,702,697,5,0,0,0,702,697,5,0,0,0,702,371,2,0,0,0,373,74,2,0,0,0,76,626,5,0,0,0,631
431021400262003,Davenport Elem School,43102140026,2003,431,6,5,1,0,413,5,1,1,11,431,412,5,1,1,12,431,411,5,1,3,11,431,411,5,1,3,11,431,411,5,1,3,11,431,10,0,0,0,0,10,10,0,0,0,0,10,414,5,1,0,11,431
160194240262002,Davenport Elementary School,16019424026,2002,276,0,0,0,0,276,0,0,0,0,276,276,0,0,0,0,276,275,0,0,0,1,276,275,0,0,0,1,276,275,0,0,0,1,276,19,0,0,0,0,19,19,0,0,0,0,19,270,0,0,0,6,276
470712200261001,David L Rahn Jr High School,47071220026,1001,254,0,0,0,0,253,0,0,1,0,254,253,0,0,1,0,254,253,0,0,1,0,254,253,0,0,1,0,254,253,0,0,1,0,254,253,0,0,1,0,254,0,0,0,0,0,0,116,0,0,1,0,117
020910370042002,Davie Elem School,02091037004,2002,171,0,0,0,0,170,0,1,0,0,171,170,0,1,0,0,171,169,0,1,1,0,171,169,0,1,1,0,171,169,0,1,1,0,171,0,0,0,0,0,0,0,0,0,0,0,0,170,0,1,0,0,171
310453030262002,Davis Elem School,31045303026,2002,573,0,0,0,0,565,0,2,6,0,573,566,0,1,6,0,573,566,0,1,6,0,573,570,0,0,3,0,573,570,0,0,3,0,573,86,0,0,2,0,88,0,0,0,0,0,0,565,0,1,7,0,573
150162990252954,Davis M Magnet Elem School,15016299025,2954,502,34,18,16,0,497,2,0,1,2,502,488,7,1,2,4,502,490,9,1,2,0,502,500,2,0,0,0,502,500,2,0,0,0,502,245,0,1,1,2,249,51,0,0,0,0,51,449,6,0,1,0,456
150162990252149,Davis N Elem School,15016299025,2149,1495,96,44,52,3,1485,10,0,0,0,1495,1472,22,1,0,0,1495,1477,17,1,0,0,1495,1486,8,1,0,0,1495,1486,8,1,0,0,1495,690,13,0,0,0,703,80,0,0,0,0,80,1330,12,1,0,0,1343
150162990252150,Dawes Elem School,15016299025,2150,1160,16,13,3,3,1158,1,0,0,1,1160,1149,9,1,0,1,1160,1157,2,1,0,0,1160,1157,2,1,0,0,1160,1157,2,1,0,0,1160,561,5,0,3,4,573,75,0,0,0,0,75,1033,3,1,0,0,1037
140160650042004,Dawes Elementary School,14016065004,2004,349,4,4,0,1,337,0,4,7,1,349,339,0,3,7,0,349,337,0,4,8,0,349,342,0,1,6,0,349,342,0,1,6,0,349,54,2,0,1,0,57,0,0,0,0,0,0,338,4,1,6,0,349
14016904X160000,Dayspring Montessori Sch,14016904X16,0000,11,0,0,0,0,11,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,0,11,10,0,1,0,0,11
14016693X030000,Daystar School,14016693X03,0000,105,1,1,0,1,104,1,0,0,0,105,104,1,0,0,0,105,104,1,0,0,0,105,104,1,0,0,0,105,104,1,0,0,0,105,38,1,0,0,0,39,12,1,0,0,0,13,96,1,0,0,0,97
140162180160001,DD Eisenhower High Sch (Campus),14016218016,0001,2207,16,16,0,16,2203,0,0,4,0,2207,2190,13,1,3,0,2207,2201,1,1,4,0,2207,2201,1,1,4,0,2207,2202,0,1,4,0,2207,2198,1,2,3,3,2207,0,0,0,0,0,0,0,0,0,0,0,0
150162990252825,De Diego Elem Community Academy,15016299025,2825,948,150,53,97,0,932,15,0,0,1,948,916,30,0,0,2,948,920,27,0,0,1,948,934,14,0,0,0,948,934,14,0,0,0,948,500,12,0,0,1,513,85,7,0,0,0,92,835,17,0,0,1,853
160194280260011,De Kalb High School,16019428026,0011,1744,9,6,3,7,1733,0,0,8,3,1744,1729,3,0,8,4,1744,1731,1,1,9,2,1744,1731,1,1,9,2,1744,1731,1,1,9,2,1744,1737,0,0,7,0,1744,0,0,0,0,0,0,0,0,0,0,0,0
14016024Y100000,De La Salle Institute,14016024Y10,0000,1174,6,6,0,6,1168,6,0,0,0,1174,1168,6,0,0,0,1174,1168,6,0,0,0,1174,1168,6,0,0,0,1174,1168,6,0,0,0,1174,1168,6,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0
440632000262003,Dean Street Elem School,44063200026,2003,336,0,0,0,0,331,0,0,4,1,336,332,0,0,3,1,336,330,0,0,5,1,336,330,0,0,5,1,336,330,0,0,5,1,336,71,0,0,1,0,72,0,0,0,0,0,0,330,0,0,6,0,336
390550610253002,Decatur Area Technical Academy,39055061025,3002,47,0,0,0,0,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47,47,0,0,0,0,47
39055016Z260000,Decatur Christian School,39055016Z26,0000,234,19,8,11,0,220,8,1,5,0,234,220,8,1,5,0,234,220,8,1,5,0,234,220,8,1,5,0,234,220,8,1,5,0,234,142,7,2,5,0,156,29,3,0,0,0,32,138,8,1,3,0,150
150162990252805,Decatur Classical Elem School,15016299025,2805,288,26,6,20,0,286,1,0,1,0,288,287,1,0,0,0,288,285,3,0,0,0,288,287,1,0,0,0,288,287,1,0,0,0,288,80,0,1,1,0,82,0,0,0,0,0,0,286,2,0,0,0,288
50082052P003101,Dee Dees Learning Academy,50082052P00,3101,19,1,0,1,0,18,0,0,0,1,19,18,0,0,0,1,19,18,0,0,0,1,19,18,0,0,0,1,19,18,0,0,0,1,19,18,0,0,0,1,19,18,0,0,0,1,19,18,0,0,0,1,19
530907010260001,Dee-Mack High School,53090701026,0001,335,1,1,0,0,330,1,0,4,0,335,330,0,0,4,1,335,330,0,1,4,0,335,330,0,1,4,0,335,330,0,1,4,0,335,327,0,0,5,3,335,0,0,0,0,0,0,0,0,0,0,0,0
530907010262002,Dee-Mack Intermediate School,53090701026,2002,251,15,15,0,0,251,0,0,0,0,251,251,0,0,0,0,251,251,0,0,0,0,251,251,0,0,0,0,251,251,0,0,0,0,251,168,0,0,0,0,168,0,0,0,0,0,0,236,15,0,0,0,251
530907010262003,Dee-Mack Primary/Jr High,53090701026,2003,559,0,0,0,0,553,0,0,6,0,559,553,0,0,6,0,559,553,0,0,6,0,559,553,0,0,6,0,559,553,0,0,6,0,559,214,0,0,1,0,215,37,0,0,1,0,38,471,0,0,6,0,477
56099093X260000,Deer Creek Christian School,56099093X26,0000,173,8,8,0,0,162,7,2,0,2,173,162,7,2,0,2,173,161,8,2,0,2,173,161,8,2,0,2,173,161,8,2,0,2,173,87,5,0,0,2,94,27,5,0,0,2,34,122,31,2,0,2,157
350500820042001,Deer Park C C Elem School,35050082004,2001,84,0,0,0,0,84,0,0,0,0,84,84,0,0,0,0,84,83,0,1,0,0,84,83,0,1,0,0,84,83,0,1,0,0,84,36,0,0,0,0,36,12,0,0,0,0,12,74,0,1,2,0,77
440630260042005,Deer Path Elem School,44063026004,2005,548,1,0,1,1,539,0,3,5,1,548,539,0,3,4,2,548,539,0,3,5,1,548,542,0,2,4,0,548,542,0,2,4,0,548,67,0,0,1,0,68,67,0,0,1,0,68,543,0,1,4,0,548
340490670052007,Deer Path Middle Sch East,34049067005,2007,554,0,0,0,0,549,0,1,4,0,554,548,0,2,4,0,554,549,0,1,4,0,554,549,0,1,4,0,554,549,0,1,4,0,554,544,0,2,4,4,554,0,0,0,0,0,0,549,0,1,4,0,554
340490670051003,Deer Path Middle Sch West,34049067005,1003,511,0,0,0,0,510,0,1,0,0,511,511,0,0,0,0,511,510,0,1,0,0,511,511,0,0,0,0,511,511,0,0,0,0,511,511,0,0,0,0,511,0,0,0,0,0,0,252,0,0,0,0,252
340491130170001,Deerfield High School,34049113017,0001,1705,7,7,0,7,1695,6,1,3,0,1705,1693,7,1,4,0,1705,1694,6,2,3,0,1705,1694,6,2,3,0,1705,1694,6,2,3,0,1705,1693,6,2,4,0,1705,0,0,0,0,0,0,0,0,0,0,0,0
34049092X160000,Deerfield Montessori House,34049092X16,0000,21,1,1,0,0,21,0,0,0,0,21,21,0,0,0,0,21,19,1,1,0,0,21,19,1,1,0,0,21,19,1,1,0,0,21,13,0,1,0,0,14,13,0,1,0,0,14,19,1,1,0,0,21
34049005X160000,Deerfield Montessori School,34049005X16,0000,21,0,0,0,0,21,0,0,0,0,21,21,0,0,0,0,21,20,0,1,0,0,21,20,0,1,0,0,21,20,0,1,0,0,21,18,0,0,0,0,18,18,0,0,0,0,18,21,0,0,0,0,21
310453000263001,Delacey Family Educ Ctr,31045300026,3001,497,0,0,0,0,489,0,0,4,4,497,486,0,0,4,7,497,489,0,1,4,3,497,489,0,1,4,3,497,489,0,1,4,3,497,483,0,0,4,10,497,490,0,0,4,3,497,488,0,1,5,3,497
390740570262002,Deland-Weldon Elem School,39074057026,2002,133,0,0,0,0,133,0,0,0,0,133,133,0,0,0,0,133,133,0,0,0,0,133,133,0,0,0,0,133,133,0,0,0,0,133,57,0,0,0,0,57,20,0,0,0,0,20,133,0,0,0,0,133
390740570260001,Deland-Weldon High School,39074057026,0001,50,0,0,0,0,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
390740570261001,Deland-Weldon Middle School,39074057026,1001,27,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,27,0,0,0,0,27,27,0,0,0,0,27,27,0,0,0,0,27,27,0,0,0,0,27,0,0,0,0,0,0,15,0,0,0,0,15
150162990252152,Delano Elem School,15016299025,2152,463,184,120,64,0,403,60,0,0,0,463,383,76,0,0,4,463,364,84,0,0,15,463,407,56,0,0,0,463,407,56,0,0,0,463,215,41,0,0,0,256,78,28,0,0,0,106,366,62,0,0,0,428
530907030262001,Delavan Elementary School,53090703026,2001,253,34,30,4,0,234,16,0,2,1,253,245,5,0,2,1,253,228,22,0,2,1,253,228,22,0,2,1,253,228,22,0,2,1,253,76,3,0,1,0,80,5,3,0,0,0,8,232,18,0,2,1,253
530907030260001,Delavan High School,53090703026,0001,142,0,0,0,0,140,0,0,2,0,142,139,0,0,2,1,142,140,0,0,2,0,142,140,0,0,2,0,142,140,0,0,2,0,142,138,0,0,2,2,142,0,0,0,0,0,0,0,0,0,0,0,0
530907030261001,Delavan Jr High School,53090703026,1001,78,0,0,0,0,76,0,0,2,0,78,76,0,0,2,0,78,75,0,0,2,1,78,75,0,0,2,1,78,75,0,0,2,1,78,76,0,0,2,0,78,0,0,0,0,0,0,47,0,0,1,0,48
400421000262003,Delhi Elementary School,40042100026,2003,111,1,1,0,0,110,1,0,0,0,111,110,1,0,0,0,111,110,1,0,0,0,111,110,1,0,0,0,111,110,1,0,0,0,111,18,0,0,0,0,18,0,0,0,0,0,0,111,0,0,0,0,111
500820900042006,Delores Moye Elem School,50082090004,2006,697,1,1,0,1,684,0,1,9,3,697,684,0,0,9,4,697,677,1,3,9,7,697,677,1,3,9,7,697,677,1,3,9,7,697,110,0,0,1,0,111,0,0,0,0,0,0,684,0,2,9,2,697
19022161X010000,Delphi Academy of Chicago,19022161X01,0000,73,5,5,0,0,65,0,0,8,0,73,65,0,0,8,0,73,64,0,0,9,0,73,63,0,0,10,0,73,63,0,0,10,0,73,43,0,0,4,1,48,29,0,0,2,0,31,52,5,0,14,0,71
150162990252153,Deneen Elem School,15016299025,2153,492,70,34,36,0,478,12,0,1,1,492,468,20,1,0,3,492,467,24,0,1,0,492,479,12,0,1,0,492,479,12,0,1,0,492,228,5,2,0,3,238,46,2,0,0,0,48,411,12,0,1,0,424
490810410252007,Denkmann Elem School,49081041025,2007,476,0,0,0,0,469,0,0,5,2,476,469,0,0,5,2,476,469,0,0,5,2,476,469,0,0,5,2,476,469,0,0,5,2,476,156,0,0,1,0,157,34,0,0,0,0,34,470,0,0,5,1,476
210281680262003,Denning Elementary School,21028168026,2003,424,14,10,4,0,407,14,0,1,2,424,407,14,0,1,2,424,407,14,0,1,2,424,407,14,0,1,2,424,407,14,0,1,2,424,20,0,0,0,0,20,20,0,0,0,0,20,407,14,0,1,2,424
041012050253001,Dennis Early Childhood Center,04101205025,3001,322,6,4,2,4,318,4,0,0,0,322,318,4,0,0,0,322,318,4,0,0,0,322,318,4,0,0,0,322,318,4,0,0,0,322,318,4,0,0,0,322,318,4,0,0,0,322,318,4,0,0,0,322
390550610252004,Dennis Elem School,39055061025,2004,248,6,4,2,6,245,3,0,0,0,248,245,3,0,0,0,248,245,3,0,0,0,248,245,3,0,0,0,248,245,3,0,0,0,248,60,0,0,0,0,60,0,0,0,0,0,0,247,1,0,0,0,248
150162990252605,Depriest Elem School,15016299025,2605,611,132,78,54,0,575,36,0,0,0,611,559,52,0,0,0,611,564,45,0,0,2,611,578,33,0,0,0,611,579,32,0,0,0,611,291,28,0,0,0,319,56,15,0,0,0,71,495,40,0,0,0,535
280061030222001,DePue Elem School,28006103022,2001,405,1,0,1,1,405,0,0,0,0,405,405,0,0,0,0,405,405,0,0,0,0,405,405,0,0,0,0,405,405,0,0,0,0,405,195,0,0,0,0,195,54,0,0,0,0,54,366,0,0,0,0,366
280061030220001,DePue High School,28006103022,0001,113,0,0,0,0,113,0,0,0,0,113,113,0,0,0,0,113,113,0,0,0,0,113,113,0,0,0,0,113,113,0,0,0,0,113,113,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0
150162990252154,Dett Elem School,15016299025,2154,250,29,17,12,0,234,14,2,0,0,250,230,16,4,0,0,250,226,15,8,1,0,250,237,12,1,0,0,250,237,12,1,0,0,250,136,5,2,0,0,143,38,2,0,0,0,40,210,12,0,0,0,222
34049094X010000,Developing Child Inc,34049094X01,0000,16,0,0,0,0,16,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,16,15,0,0,0,0,15,15,0,0,0,0,15,15,0,1,0,0,16
150162990252158,Dever Elem School,15016299025,2158,823,19,10,9,0,819,4,0,0,0,823,814,7,0,2,0,823,818,3,1,1,0,823,821,1,0,1,0,823,821,1,0,1,0,823,400,0,0,0,0,400,40,0,0,0,0,40,746,3,0,1,0,750
140160680022001,Devonshire Elem School,14016068002,2001,298,0,0,0,0,295,0,0,0,3,298,296,0,0,0,2,298,296,0,0,0,2,298,296,0,0,0,2,298,296,0,0,0,2,298,54,0,0,0,1,55,0,0,0,0,0,0,298,0,0,0,0,298
140160590042006,Devonshire School,14016059004,2006,352,0,0,0,0,352,0,0,0,0,352,351,0,0,0,1,352,352,0,0,0,0,352,352,0,0,0,0,352,352,0,0,0,0,352,68,0,0,0,0,68,0,0,0,0,0,0,352,0,0,0,0,352
150162990250832,Devry Advantage Academy High Schl,15016299025,0832,213,5,4,1,0,212,1,0,0,0,213,210,2,1,0,0,213,213,0,0,0,0,213,213,0,0,0,0,213,213,0,0,0,0,213,212,1,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0
150162990252159,Dewey Elem Academy of Fine Arts,15016299025,2159,424,73,42,31,0,402,17,0,3,2,424,396,22,0,3,3,424,400,19,0,3,2,424,412,9,0,3,0,424,412,9,0,3,0,424,208,8,0,1,1,218,72,1,0,1,0,74,369,15,0,3,0,387
140160650042005,Dewey Elem School,14016065004,2005,431,13,13,0,0,417,9,0,5,0,431,417,9,0,4,1,431,412,12,2,5,0,431,416,10,0,5,0,431,416,10,0,5,0,431,66,2,0,0,0,68,0,0,0,0,0,0,414,12,0,5,0,431
010011720222006,Dewey Elementary School,01001172022,2006,239,2,1,1,0,236,1,0,2,0,239,235,1,1,2,0,239,236,1,0,2,0,239,236,1,0,2,0,239,236,1,0,2,0,239,0,0,0,0,0,0,0,0,0,0,0,0,236,1,0,2,0,239
340490760022003,Diamond Lake Elem School,34049076002,2003,358,1,1,0,0,354,1,0,3,0,358,355,0,0,3,0,358,355,0,0,3,0,358,355,0,0,3,0,358,355,0,0,3,0,358,0,0,0,0,0,0,0,0,0,0,0,0,354,0,1,3,0,358
140161490022002,Diekman Elem School,14016149002,2002,340,34,34,0,34,305,34,0,1,0,340,305,34,0,1,0,340,305,34,0,1,0,340,305,34,0,1,0,340,305,34,0,1,0,340,117,11,0,0,0,128,85,10,0,0,0,95,305,34,0,1,0,340
030250300262002,Dieterich Elem School,03025030026,2002,268,1,1,0,0,266,0,0,2,0,268,265,1,0,2,0,268,266,0,0,2,0,268,266,0,0,2,0,268,266,0,0,2,0,268,100,0,0,0,0,100,36,0,0,0,0,36,268,0,0,0,0,268
030250300260001,Dieterich Jr/Sr High School,03025030026,0001,204,0,0,0,0,203,0,0,1,0,204,200,0,0,4,0,204,203,0,0,1,0,204,203,0,0,1,0,204,203,0,0,1,0,204,203,0,0,1,0,204,0,0,0,0,0,0,35,0,0,0,0,35
550980130022001,Dillon Elementary School,55098013002,2001,389,0,0,0,0,388,0,0,1,0,389,388,0,0,1,0,389,387,0,0,2,0,389,388,0,0,1,0,389,388,0,0,1,0,389,60,0,0,1,0,61,60,0,0,1,0,61,388,0,0,1,0,389
150162990252603,Dirksen Elem School,15016299025,2603,721,170,116,54,0,622,95,2,1,1,721,618,99,2,1,1,721,616,101,2,1,1,721,626,92,2,1,0,721,626,92,2,1,0,721,277,37,1,0,0,315,18,21,0,0,0,39,563,93,2,1,0,659
530901080022014,Dirksen Elementary School,53090108002,2014,174,1,1,0,1,172,1,0,0,1,174,172,1,0,0,1,174,172,1,0,0,1,174,172,1,0,0,1,174,172,1,0,0,1,174,0,0,0,0,0,0,0,0,0,0,0,0,172,1,0,0,1,174
560990860051001,Dirksen Junior High School,56099086005,1001,550,2,2,0,0,550,0,0,0,0,550,550,0,0,0,0,550,548,2,0,0,0,550,548,2,0,0,0,550,548,2,0,0,0,550,550,0,0,0,0,550,0,0,0,0,0,0,374,0,0,0,0,374
140161490021003,Dirksen Middle School,14016149002,1003,986,70,12,58,70,975,11,0,0,0,986,975,11,0,0,0,986,975,11,0,0,0,986,975,11,0,0,0,986,975,11,0,0,0,986,974,12,0,0,0,986,0,0,0,0,0,0,591,4,0,0,0,595
19022177X160000,Discover Montessori Learn Cntr,19022177X16,0000,8,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,7,0,0,0,0,7,7,0,0,0,0,7,8,0,0,0,0,8
50082066P003101,Discovery School,50082066P00,3101,133,1,1,0,0,132,1,0,0,0,133,132,1,0,0,0,133,131,1,1,0,0,133,131,1,1,0,0,133,131,1,1,0,0,133,130,1,0,0,2,133,132,1,0,0,0,133,129,1,3,0,0,133
150162990252160,Disney Elem Magnet School,15016299025,2160,1610,214,101,113,0,1578,29,1,2,0,1610,1566,39,1,4,0,1610,1544,63,1,1,1,1610,1579,30,0,1,0,1610,1580,30,0,0,0,1610,634,13,0,1,0,648,59,3,0,0,0,62,1439,37,1,4,0,1481
150162990252949,Disney II Elem School,15016299025,2949,263,5,5,0,0,260,1,1,1,0,263,260,1,1,1,0,263,257,3,1,2,0,263,258,2,1,2,0,263,258,2,1,2,0,263,59,0,0,0,0,59,59,0,0,0,0,59,256,4,1,2,0,263
510840100262005,Divernon Elem Sch,51084010026,2005,88,5,5,0,2,85,3,0,0,0,88,85,3,0,0,0,88,83,4,1,0,0,88,83,4,1,0,0,88,83,4,1,0,0,88,18,1,0,0,0,19,18,1,0,0,0,19,84,4,0,0,0,88
14016282X100000,Divine Infant Jesus School,14016282X10,0000,178,1,1,0,0,175,1,0,0,2,178,175,1,0,0,2,178,175,1,0,0,2,178,175,1,0,0,2,178,175,1,0,0,2,178,100,1,0,0,1,102,23,1,0,0,1,25,153,1,0,0,2,156
14016281X100000,Divine Providence,14016281X10,0000,184,0,0,0,0,184,0,0,0,0,184,184,0,0,0,0,184,184,0,0,0,0,184,184,0,0,0,0,184,184,0,0,0,0,184,70,0,0,0,0,70,30,0,0,0,0,30,175,0,0,0,0,175
150162990252161,Dixon Elem School,15016299025,2161,672,143,90,53,28,635,36,0,1,0,672,623,47,1,1,0,672,620,50,1,1,0,672,639,32,0,1,0,672,639,32,0,1,0,672,378,17,1,0,0,396,46,1,0,0,0,47,512,41,1,1,0,555
470521700220001,Dixon High School,47052170022,0001,914,8,0,8,8,910,0,0,4,0,914,910,0,0,4,0,914,910,0,0,4,0,914,910,0,0,4,0,914,910,0,0,4,0,914,908,0,0,6,0,914,0,0,0,0,0,0,0,0,0,0,0,0
250410070042001,Dodds Elem School,25041007004,2001,140,0,0,0,0,140,0,0,0,0,140,140,0,0,0,0,140,140,0,0,0,0,140,140,0,0,0,0,140,140,0,0,0,0,140,73,0,0,0,0,73,0,0,0,0,0,0,122,0,0,0,0,122
150162990252927,Dodge Elem School,15016299025,2927,470,32,10,22,0,458,9,2,1,0,470,451,10,7,2,0,470,446,8,15,1,0,470,460,7,2,1,0,470,460,7,2,1,0,470,223,1,4,0,0,228,41,0,0,0,0,41,412,7,3,1,0,423
530900860022008,Don D Shute Elem School,53090086002,2008,239,0,0,0,0,237,0,0,2,0,239,237,0,0,2,0,239,237,0,0,2,0,239,237,0,0,2,0,239,237,0,0,2,0,239,34,0,0,1,0,35,34,0,0,1,0,35,238,0,0,1,0,239
041011220222015,Donald C Parker Early Educ Center,04101122022,2015,791,26,21,5,26,763,22,0,5,1,791,763,22,0,5,1,791,759,24,0,5,3,791,759,24,0,5,3,791,759,24,0,5,3,791,289,11,0,0,0,300,289,11,0,0,0,300,769,19,0,3,0,791
500821890222049,Donald McHenry Elementary School,50082189022,2049,231,23,23,0,0,211,20,0,0,0,231,211,20,0,0,0,231,208,23,0,0,0,231,208,23,0,0,0,231,208,23,0,0,0,231,41,1,0,0,0,42,18,0,0,0,0,18,216,15,0,0,0,231
020910660222001,Dongola Elementary School,02091066022,2001,164,0,0,0,0,164,0,0,0,0,164,164,0,0,0,0,164,164,0,0,0,0,164,164,0,0,0,0,164,164,0,0,0,0,164,52,0,0,0,0,52,0,0,0,0,0,0,164,0,0,0,0,164
020910660220001,Dongola High School,02091066022,0001,81,0,0,0,0,81,0,0,0,0,81,81,0,0,0,0,81,81,0,0,0,0,81,81,0,0,0,0,81,81,0,0,0,0,81,81,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
020910660221001,Dongola Jr High School,02091066022,1001,38,0,0,0,0,38,0,0,0,0,38,38,0,0,0,0,38,38,0,0,0,0,38,38,0,0,0,0,38,38,0,0,0,0,38,38,0,0,0,0,38,0,0,0,0,0,0,18,0,0,0,0,18
320380030262002,Donovan Elem School,32038003026,2002,188,2,0,2,0,184,0,0,3,1,188,184,0,0,3,1,188,184,0,1,2,1,188,184,0,0,3,1,188,184,0,0,3,1,188,59,0,0,1,0,60,0,0,0,0,0,0,185,0,0,3,0,188
320380030261001,Donovan Jr High School,32038003026,1001,70,0,0,0,0,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,0,0,0,0,0,0,30,0,0,0,0,30
320380030260001,Donovan Sr High School,32038003026,0001,154,0,0,0,0,154,0,0,0,0,154,154,0,0,0,0,154,154,0,0,0,0,154,154,0,0,0,0,154,154,0,0,0,0,154,154,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0
150162990252937,Doolittle Elem School,15016299025,2937,347,137,104,33,0,267,80,0,0,0,347,262,84,1,0,0,347,259,88,0,0,0,347,267,80,0,0,0,347,267,80,0,0,0,347,144,58,0,0,0,202,12,46,0,0,0,58,227,84,0,0,0,311
150162990252167,Dore Elem School,15016299025,2167,619,45,24,21,0,606,13,0,0,0,619,601,18,0,0,0,619,605,14,0,0,0,619,608,11,0,0,0,619,608,11,0,0,0,619,305,8,0,0,0,313,53,6,0,0,0,59,533,12,0,0,0,545
140161170022002,Dorn Primary Center,14016117002,2002,608,0,0,0,0,596,0,0,6,6,608,596,0,0,6,6,608,593,0,3,6,6,608,593,0,3,6,6,608,593,0,3,6,6,608,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,6,6,608
041013230262003,Dorothy Simon Elem School,04101323026,2003,303,1,0,1,0,300,0,0,3,0,303,299,0,0,4,0,303,294,0,5,4,0,303,294,0,5,4,0,303,294,0,5,4,0,303,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,3,0,303
410570100262024,Dorris Intermediate Sch,41057010026,2024,951,2,2,0,0,947,2,0,2,0,951,947,2,0,2,0,951,949,0,0,2,0,951,949,0,0,2,0,951,949,0,0,2,0,951,946,3,0,2,0,951,0,0,0,0,0,0,949,0,0,2,0,951
280061150023001,Douglas Attendance Center,28006115002,3001,188,3,3,0,0,182,3,0,2,1,188,179,3,0,2,4,188,180,3,1,2,2,188,180,3,1,2,2,188,180,3,1,2,2,188,181,3,0,2,2,188,182,3,0,2,1,188,182,3,0,2,1,188
170200150262003,Douglas Elem School,17020015026,2003,182,3,0,3,0,178,0,0,1,3,182,178,0,0,1,3,182,178,0,0,1,3,182,178,0,0,1,3,182,178,0,0,1,3,182,43,0,0,0,0,43,43,0,0,0,0,43,182,0,0,0,0,182
500821180022004,Douglas Elem School,50082118002,2004,337,3,1,2,3,334,0,0,3,0,337,333,1,0,3,0,337,333,0,1,3,0,337,333,0,1,3,0,337,333,0,1,3,0,337,114,0,0,2,0,116,0,0,0,0,0,0,334,0,0,3,0,337
140160540042019,Douglas MacArthur Elem Sch,14016054004,2019,548,5,5,0,1,534,5,2,6,1,548,536,5,0,6,1,548,534,5,2,6,1,548,534,5,2,6,1,548,534,5,2,6,1,548,140,2,0,0,0,142,0,0,0,0,0,0,540,4,1,2,1,548
150162990250831,Douglass Academy High School,15016299025,0831,481,169,109,60,0,475,6,0,0,0,481,373,104,4,0,0,481,474,7,0,0,0,481,475,6,0,0,0,481,475,6,0,0,0,481,464,14,3,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0
400421000262004,Dow Elementary School,40042100026,2004,116,3,3,0,3,112,3,0,1,0,116,112,3,0,1,0,116,115,1,0,0,0,116,115,1,0,0,0,116,115,1,0,0,0,116,21,0,0,0,0,21,0,0,0,0,0,0,116,0,0,0,0,116
19022112X110000,Downers Grove Adventist,19022112X11,0000,26,1,1,0,3,21,0,0,0,5,26,21,0,0,0,5,26,21,0,0,0,5,26,21,0,0,0,5,26,21,0,0,0,5,26,10,0,0,0,1,11,0,0,0,0,0,0,19,1,0,0,5,25
19022075X260000,Downers Grove Christian School,19022075X26,0000,206,0,0,0,0,198,0,0,7,1,206,198,0,0,6,2,206,198,0,0,7,1,206,198,0,0,7,1,206,198,0,0,7,1,206,109,0,0,3,1,113,44,0,0,2,0,46,189,0,0,7,1,197
